    sampleName       entries      integral         error  error/integ.
          Fake             0             0             0             0
       ttbarFF           229       59.7131       4.30234     0.0720503
       ttbarFT           527       78.4501       3.66008     0.0466549
       ttbarTF           946       140.973       4.88644     0.0346622
         ttbar           183       26.3462       1.98328     0.0752777
      stopWtFF             0             0             0             0
      stopWtFT             0             0             0             0
      stopWtTF             0             0             0             0
        stopWt           191       26.0484       1.95201     0.0749381
       stoptFF             0             0             0             0
       stoptFT             0             0             0             0
       stoptTF             0             0             0             0
         stopt            16       4.33937        1.1216      0.258471
       stopsFF             0             0             0             0
       stopsFT             0             0             0             0
       stopsTF             0             0             0             0
         stops             6      0.126534     0.0584059      0.461583
            Zl             1   0.000647549   0.000647549             1
           Zcl             1     0.0206314     0.0206314             1
           Zbl            12      0.146294     0.0578647      0.395537
           Zcb             0             0             0             0
           Zbc             0             0             0             0
           Zbb             2     0.0954495     0.0785845       0.82331
         Zttbb            71       2.91287      0.487754      0.167448
         Zttbc            29       0.83154      0.180082      0.216564
         Zttbl           444       12.0309      0.971844     0.0807788
         Zttcc            18      0.620184      0.216425      0.348968
         Zttcl           153       3.44323      0.593827      0.172462
          Zttl           403       1.47342       0.24084      0.163456
           Wtt           781       39.2022       2.33365     0.0595286
            WW            14       0.97238      0.362014      0.372296
            WZ            52       1.72228      0.365002      0.211929
            ZZ            59       0.31221     0.0747826      0.239526
            ZH             0             0             0             0
         bkg:           4138       399.781
          data          6356          6356
