    sampleName       entries      integral         error  error/integ.
          Fake             0             0             0             0
       ttbarFF           139       16.7345       1.49893     0.0895713
       ttbarFT           696       58.5845       2.35236     0.0401533
       ttbarTF          1068       89.3641       2.85478     0.0319455
         ttbar          3373       282.042       5.11394     0.0181318
      stopWtFF             0             0             0             0
      stopWtFT             0             0             0             0
      stopWtTF             0             0             0             0
        stopWt           295       37.1064       2.28534     0.0615888
       stoptFF             0             0             0             0
       stoptFT             0             0             0             0
       stoptTF             0             0             0             0
         stopt            23       4.76858       1.08886      0.228341
       stopsFF             0             0             0             0
       stopsFT             0             0             0             0
       stopsTF             0             0             0             0
         stops             8       0.15606        0.0649      0.415866
            Zl             0             0             0             0
           Zcl             0             0             0             0
           Zbl             2  -0.000318893   0.000713486      -2.23738
           Zcb             0             0             0             0
           Zbc             0             0             0             0
           Zbb             0             0             0             0
         Zttbb           284       9.16164      0.870606     0.0950273
         Zttbc           135      0.833607       0.13432      0.161131
         Zttbl           928      0.433664     0.0487715      0.112464
         Zttcc            93      0.324349     0.0717592      0.221241
         Zttcl           240      0.137474     0.0355215      0.258386
          Zttl           601    0.00936489    0.00158661      0.169421
           Wtt           566       6.29662      0.670215       0.10644
            WW             9       0.15289      0.102555      0.670772
            WZ            55      0.207144      0.112308      0.542175
            ZZ            38      0.096302     0.0354509      0.368122
            VH           447     0.0377063    0.00301512     0.0799634
         bkg:           9000       506.447
          data           942           471
