,kl,-2,-1,exp,1,2,obs
0,-10.0,0.06461222560067618,0.08674203468338083,0.12038219123759489,0.17157182185614034,0.24160879239704378,0.10251872677419833
1,-9.8,0.0666022254111603,0.08941361318073457,0.12408985701634452,0.17685575935318124,0.24905191998893192,0.10573993995092834
2,-9.6,0.06868529926248587,0.09221014375339193,0.1279709335835272,0.18238713532884437,0.2568442415008856,0.10911503856264326
3,-9.4,0.07086732352423002,0.09513951543858905,0.13203636949012765,0.18818115715890327,0.26500665175206944,0.11260350019059885
4,-9.2,0.0731547454014371,0.09821038362125298,0.1362981768385518,0.1942553071234597,0.27356397145673816,0.116314393808605
5,-9.0,0.0755527092488487,0.10142965460732307,0.1407659403272146,0.20062321022415533,0.28253526122029726,0.12020951847275126
6,-8.8,0.07806838649280416,0.10480695605018023,0.1454530213905659,0.2073031039937186,0.2919461465053583,0.12430092594480263
7,-8.6,0.08071228266118546,0.1083563916408123,0.15037899339037722,0.21432378827690965,0.3018375821108993,0.12860527443299485
8,-8.4,0.08349147889071137,0.1120874678186144,0.15555704953809932,0.221703744039895,0.3122353237246045,0.13319426782341875
9,-8.2,0.08641573146784978,0.11601328241656335,0.16100536724725467,0.2294693420835702,0.32317749648786964,0.13796802893504415
10,-8.0,0.08949347253300736,0.12014515559905237,0.16673965685020747,0.23764201286612754,0.3346926853585589,0.14293457631182951
11,-7.8,0.09273809843368735,0.12450107198786091,0.1727848777358664,0.24625784207096676,0.3468322595876122,0.14830904229698555
12,-7.6,0.09617078359579408,0.12910945828968595,0.17918048101065687,0.2553747517750153,0.35968287710365665,0.1539282925680424
13,-7.4,0.09978060375753663,0.13395564866247764,0.1859061131492234,0.26497074123933806,0.37320478436203885,0.1598582261026831
14,-7.2,0.10359872501857335,0.13908148365378517,0.19301984123305585,0.27511076389705547,0.3874954715361016,0.16613391098365576
15,-7.0,0.10763850112389578,0.1445048906914357,0.20054654527624396,0.2858388711601933,0.40261401305743594,0.17278286783372182
16,-6.8,0.11191517839860522,0.1502463379956219,0.20851463145125665,0.2971957589698911,0.41861896727689185,0.17983420670652375
17,-6.6,0.11646077106065705,0.1563488047143058,0.21698374701017967,0.3092679238873727,0.43563238880281097,0.18732489104466607
18,-6.4,0.12127254667696788,0.1628086225509214,0.2259488010235654,0.3220465274814112,0.4536433590236175,0.19528298309385675
19,-6.2,0.12637400678010838,0.1696573423572527,0.2354535803438554,0.3355937927117965,0.4727369311406424,0.20374112452125004
20,-6.0,0.13181089114096617,0.17695636986195024,0.2455833049707474,0.35003281736570785,0.49308904562810557,0.21276644227336852
21,-5.8,0.13761024470054734,0.1847420129493029,0.25638836365389267,0.3654386076453156,0.5148130553906957,0.222408079924025
22,-5.6,0.14378358027483237,0.19302972759646989,0.26789020648268463,0.38183432656121674,0.5379257806052782,0.23269865250259483
23,-5.4,0.15037814782359427,0.2018829469635275,0.2801768671634457,0.399349144885865,0.5626177411329151,0.24371036092584217
24,-5.2,0.15742548857135988,0.21134401520386825,0.2933071116911182,0.41806764162135807,0.5890090375231369,0.2555175546704159
25,-5.0,0.16495957414082896,0.22145853928501372,0.30734423425410784,0.4380780426123898,0.6172227988644099,0.2681666963948772
26,-4.8,0.17314662272118853,0.23244966743932144,0.3225979240737944,0.4595719722090194,0.6475330355545285,0.28177622150048254
27,-4.6,0.18181212438886052,0.24408311976538144,0.3387430431937349,0.4825915759401927,0.6799929729783105,0.29639596105079913
28,-4.4,0.1911584806689112,0.256630620692186,0.35615669577449327,0.5074117693645582,0.7149951261146189,0.312196479983618
29,-4.2,0.20122822972366566,0.2701492777828545,0.374918136742584,0.5341535975403957,0.7527082710187522,0.329258672065906
30,-4.0,0.21209680219816934,0.28474035682057103,0.3951679046145588,0.5630187221982197,0.7934204250258441,0.3477404121390632
31,-3.8,0.2238526067212206,0.30052254655617555,0.41707071782195476,0.5942417346567567,0.8374636058049771,0.3677878627685211
32,-3.6,0.23658128630930683,0.3176108229007667,0.4407861420490229,0.6280502378544875,0.8851569837075345,0.38956156749782617
33,-3.4,0.25039764110827323,0.336159305266576,0.46652806705087935,0.6647503337816697,0.9369365819460469,0.41336868515122444
34,-3.2,0.26542339185257047,0.3563314039690857,0.4945232766690648,0.7046647813811762,0.9932561118316943,0.4392645479673079
35,-3.0,0.2817779544769344,0.37828743512581553,0.5249942605602744,0.7481101451714754,1.0545647158144567,0.46756932482774155
36,-2.8,0.29973091345713426,0.4023893164037375,0.5584432947197245,0.7958353503052878,1.1219946746302656,0.49862738174943905
37,-2.6,0.3193089618187466,0.428672883240013,0.5949201122262529,0.8478554457680638,1.195432972954759,0.5327822329017161
38,-2.4,0.3408171474307867,0.4575476629739068,0.6349930626539998,0.9050118930648178,1.2761374035430098,0.5703507584737886
39,-2.2,0.36441771859479233,0.4892314742561225,0.6789644387328955,0.9677282770917304,1.3646921493942616,0.6119326492231641
40,-2.0,0.3909118774122252,0.524799932418392,0.7283269992048265,1.0381897745744322,1.4643327652649318,0.6585615277008033
41,-1.8,0.41976998756663253,0.5635419997073453,0.7820939527970749,1.1148900029960491,1.5726606126049212,0.7099337460271583
42,-1.6,0.4517534932544034,0.6064799163921978,0.8416839833580039,1.1999027216671154,1.6927371664266975,0.7672368464161297
43,-1.4,0.4873648628029621,0.6542882471498283,0.9080332641539031,1.2945816452657177,1.8265325182879777,0.8315776466030139
44,-1.2,0.5272331699065195,0.7078115246007176,0.9823138530895268,1.4006542102973514,1.976597803652208,0.9038652292317223
