,kl,-2,-1,exp,1,2,obs
66,3.2,4.965127825853545,6.665693467044111,9.250772000101945,13.296830921915877,19.023636814410363,11.56546499994577
67,3.4,5.099594594243357,6.846215357119805,9.501303599608312,13.6564224996788,19.53967621516175,11.809081493087199
68,3.6,5.123347233909267,6.8781033206525235,9.545558301935564,13.715817765382189,19.61787410836249,11.753604456812711
69,3.8,5.034354237300749,6.758630054925655,9.379751106208492,13.471228271941085,19.25142597757178,11.40201840334101
70,4.0,4.845395501804155,6.504952596274518,9.02769286303404,12.955275290446027,18.490853731779247,10.813331815011669
71,4.2,4.560300627950388,6.122212190631865,8.496518688084048,12.17895729218988,17.35400935751206,10.016136350186182
72,4.4,4.229927704826726,5.678685918480937,7.880984769518958,11.282948378286816,16.04765717838159,9.169173397453763
73,4.6,3.859975913459622,5.182024941094509,7.191709529686025,10.28323832502306,14.59906234327197,8.252940435131244
74,4.8,3.503703772348876,4.703728919967708,6.527921513949071,9.323255003085292,13.212952756089972,7.396532047448902
75,5.0,3.157579103708757,4.239055899763916,5.883039749469998,8.393306497238456,11.877820026649722,6.5978335940068655
76,5.2,2.834730974538907,3.8056316776825976,5.281525641805243,7.5323089724472,10.644242301996192,5.871974215729984
77,5.4,2.5431293680905442,3.4141559712644503,4.7382284557648155,6.752091913431886,9.530157472260885,5.22854931097512
78,5.6,2.281012692207912,3.0622638397192117,4.249866083020059,6.052336667506376,8.533923625725869,4.661589396764787
79,5.8,2.04883597388214,2.750566157640344,3.8172863065680027,5.433571806279601,7.655376185302392,4.165502214685377
80,6.0,1.84513261112123,2.4770940090885807,3.437756628652553,4.891491037878062,6.887198325014521,3.735777964880951
81,6.2,1.6655790720248211,2.2360430443364625,3.1032216659586713,4.41390758383975,6.211366709640414,3.3608975026211914
82,6.4,1.5072761114705469,2.0235210213412196,2.808279693386802,3.9932122805557406,5.616810381217308,3.033304815912746
83,6.6,1.3679864550070242,1.8365243949339003,2.5487623357052676,3.6234093624161416,5.0947685673370415,2.7405547979205034
84,6.8,1.2451453495309308,1.6716099792379235,2.319891076221739,3.2974760227390596,4.635079769444912,2.489528019145113
85,7.0,1.1369076580732784,1.5263006743937564,2.1182281501882088,3.010434013539571,4.230595728679677,2.2694583266461144
86,7.2,1.0411090888225414,1.3976909145640515,1.9397411598916003,2.7566212149548046,3.8734159933992798,2.0756504089253704
87,7.4,0.9560889708655638,1.2835512459170066,1.7813360282963089,2.531345991162608,3.556356880469796,1.9043287302631944
88,7.6,0.8805265935748254,1.1821086119452193,1.6405520749683526,2.3306594278325803,3.2743468086825227,1.7524586904044763
89,7.8,0.812880300675429,1.0912933361931305,1.5145169648537695,2.1514396970985055,3.0222073761743204,1.616513541490663
90,8.0,0.7524048372271092,1.0101049124983925,1.4018421770974783,1.9912791870394386,2.797016020432403,1.495472601506143
91,8.2,0.6981233136433908,0.937231864749417,1.300707621028962,1.8475460031982824,2.5949744689168583,1.3870393232197111
92,8.4,0.6491655291041638,0.8715059467046025,1.2094919830257955,1.7179022785441382,2.4128043025242243,1.2893508451631595
93,8.6,0.6050619403989136,0.8122967957185955,1.1273204342140783,1.601146704686102,2.248750638952582,1.2014820796084027
94,8.8,0.5651427508658798,0.7587052085102046,1.0529450437405272,1.4954805475789006,2.1003059183027735,1.1220583504557857
95,9.0,0.5289091953357923,0.7100615918993542,0.9854365378735607,1.3995763342177558,1.9655864036294646,1.050000028173857
96,9.2,0.49594303449761534,0.665804458822466,0.9240156745385387,1.3123277424693631,1.8430395769192571,0.9844962725090958
97,9.4,0.46596731177487516,0.6255619945534728,0.8681664424195903,1.233038440534729,1.7318010080444561,0.9249499831196508
98,9.6,0.4384730022641384,0.5886508321998426,0.8169404523736368,1.1602767809356842,1.6296092761390586,0.8704054869664971
99,9.8,0.41327406307349307,0.5548212088284341,0.7699910788080088,1.0935916521214863,1.5359581058330376,0.8204044654416798
100,10.0,0.3893798991279953,0.5227432486835499,0.7254726956876592,1.0300987345854007,1.446111974740773,0.7732326502248167
