    sampleName       entries      integral         error  error/integ.
          Fake             0             0             0             0
       ttbarFF             8         1.219      0.493904       0.40517
       ttbarFT            33       2.42203       0.43205      0.178384
       ttbarTF            74       5.10516      0.615889      0.120641
         ttbar            19       1.16349      0.335166      0.288071
      stopWtFF             0             0             0             0
      stopWtFT             0             0             0             0
      stopWtTF             0             0             0             0
        stopWt            12       1.78277      0.520108      0.291741
       stoptFF             0             0             0             0
       stoptFT             0             0             0             0
       stoptTF             0             0             0             0
         stopt             1      0.257658      0.257658             1
       stopsFF             0             0             0             0
       stopsFT             0             0             0             0
       stopsTF             0             0             0             0
         stops             0             0             0             0
            Zl             0             0             0             0
           Zcl             0             0             0             0
           Zbl             0             0             0             0
           Zcb             0             0             0             0
           Zbc             0             0             0             0
           Zbb             0             0             0             0
         Zttbb            21      0.621589      0.150438      0.242021
         Zttbc             6   -0.00466817     0.0176664      -3.78444
         Zttbl            56     0.0326398    0.00725627      0.222314
         Zttcc             9     0.0338078     0.0149865      0.443286
         Zttcl            21    0.00695626    0.00296806      0.426675
          Zttl            66    0.00245476    0.00070368       0.28666
           Wtt           140       1.69679      0.342002      0.201559
            WW             0             0             0             0
            WZ             9     0.0166081     0.0154374      0.929505
            ZZ            11      0.013284     0.0178293       1.34216
            ZH             0             0             0             0
         bkg:            486       14.3696
          data            44            22
