    sampleName       entries      integral         error  error/integ.
          Fake             0             0             0             0
       ttbarFF            35       8.53068       1.61919      0.189807
       ttbarFT            51       6.75828       1.01857      0.150714
       ttbarTF           167       23.3457       1.92956     0.0826515
         ttbar            17       2.47677      0.634988      0.256378
      stopWtFF             0             0             0             0
      stopWtFT             0             0             0             0
      stopWtTF             0             0             0             0
        stopWt            30       4.40209      0.866757      0.196897
       stoptFF             0             0             0             0
       stoptFT             0             0             0             0
       stoptTF             0             0             0             0
         stopt             6       1.48715      0.617897       0.41549
       stopsFF             0             0             0             0
       stopsFT             0             0             0             0
       stopsTF             0             0             0             0
         stops             2     0.0506156     0.0357962      0.707217
            Zl             0             0             0             0
           Zcl             0             0             0             0
           Zbl             6   0.000616193   0.000387586      0.629002
           Zcb             0             0             0             0
           Zbc             0             0             0             0
           Zbb             1     0.0110973     0.0110973             1
         Zttbb            24      0.887833      0.290076      0.326723
         Zttbc            16     0.0814599     0.0243543      0.298973
         Zttbl           117     0.0637831     0.0176831      0.277238
         Zttcc            15     0.0568388     0.0225212       0.39623
         Zttcl            51     0.0450624      0.017724       0.39332
          Zttl           127    0.00253941   0.000469333       0.18482
           Wtt           299       2.28748      0.346368      0.151419
            WW             5     0.0294189     0.0262893      0.893618
            WZ            22      0.136662     0.0661688      0.484177
            ZZ            20    -0.0130236     0.0170783      -1.31133
            ZH             0             0             0             0
         bkg:           1011        50.641
          data           170           170
