    sampleName       entries      integral         error  error/integ.
          Fake             0             0             0             0
       ttbarFF           634        76.611       3.22703     0.0421222
       ttbarFT          3005       267.462       5.14799     0.0192476
       ttbarTF          4284       379.477       6.12831     0.0161493
         ttbar         10536       962.234       9.86979     0.0102572
      stopWtFF             0             0             0             0
      stopWtFT             0             0             0             0
      stopWtTF             0             0             0             0
        stopWt          2359       310.247       6.75674     0.0217786
       stoptFF             0             0             0             0
       stoptFT             0             0             0             0
       stoptTF             0             0             0             0
         stopt            75       20.2211       2.52815      0.125025
       stopsFF             0             0             0             0
       stopsFT             0             0             0             0
       stopsTF             0             0             0             0
         stops            32      0.999223      0.188165      0.188312
            Zl             8     0.0837003     0.0567025      0.677446
           Zcl             3     0.0773937     0.0509676       0.65855
           Zbl            24      0.453679      0.116607      0.257026
           Zcb             0             0             0             0
           Zbc             2     0.0557728     0.0394373      0.707107
           Zbb             8      0.192343     0.0704084      0.366057
         Zttbb          1201        39.304       2.92081     0.0743135
         Zttbc           514       10.9014      0.974388      0.089382
         Zttbl          5769       140.995       4.30567     0.0305377
         Zttcc           258       6.82699       1.29164      0.189196
         Zttcl          1523       21.4277       1.81331     0.0846245
          Zttl          3278       6.73908       1.10053      0.163305
           Wtt          2050       119.562       4.79193      0.040079
            WW            35       2.48728      0.689757      0.277313
            WZ           251       6.55587      0.720085      0.109838
            ZZ           160       1.99934      0.250994      0.125538
            VH          2277      0.451972     0.0139147     0.0307867
         bkg:          38286       2375.37
          data         10007        5003.5
