    sampleName       entries      integral         error  error/integ.
          Fake             0             0             0             0
       ttbarFF           381       42.9081       2.35509     0.0548868
       ttbarFT           766       70.2094       2.68387     0.0382267
       ttbarTF          1337       122.573       3.52178     0.0287321
         ttbar           534        52.916       2.40545      0.045458
      stopWtFF             0             0             0             0
      stopWtFT             0             0             0             0
      stopWtTF             0             0             0             0
        stopWt           365       47.0325       2.67116      0.056794
       stoptFF             0             0             0             0
       stoptFT             0             0             0             0
       stoptTF             0             0             0             0
         stopt            39       8.63143       1.62482      0.188244
       stopsFF             0             0             0             0
       stopsFT             0             0             0             0
       stopsTF             0             0             0             0
         stops            18      0.591981      0.152246      0.257181
            Zl             2    0.00966054    0.00683104      0.707107
           Zcl             1     0.0418254     0.0418254             1
           Zbl            14      0.274201     0.0770639      0.281049
           Zcb             0             0             0             0
           Zbc             0             0             0             0
           Zbb             3      0.053955     0.0332693      0.616613
         Zttbb           108       3.33554      0.594867      0.178342
         Zttbc            43      0.601733      0.265791       0.44171
         Zttbl           664       15.7559       1.94803      0.123639
         Zttcc            27      0.863047      0.247463      0.286732
         Zttcl           211       3.79813      0.422568      0.111257
          Zttl           559       2.02729      0.272617      0.134474
           Wtt          1042       49.0057        3.1688     0.0646618
            WW            22      0.944632      0.412721      0.436911
            WZ            77        1.4457      0.314171      0.217315
            ZZ            48      0.623231      0.134146      0.215242
            ZH             0             0             0             0
         bkg:           6261       423.643
          data          6031        3015.5
