    sampleName       entries      integral         error  error/integ.
          Fake             0             0             0             0
       ttbarFF             1      0.176666      0.176666             1
       ttbarFT            10      0.645707      0.217875       0.33742
       ttbarTF            54       3.76342      0.564638      0.150033
         ttbar           154       10.2542      0.923466     0.0900574
      stopWtFF             0             0             0             0
      stopWtFT             0             0             0             0
      stopWtTF             0             0             0             0
        stopWt            44        5.3265       0.91224      0.171264
       stoptFF             0             0             0             0
       stoptFT             0             0             0             0
       stoptTF             0             0             0             0
         stopt             2      0.664002      0.469527      0.707117
       stopsFF             0             0             0             0
       stopsFT             0             0             0             0
       stopsTF             0             0             0             0
         stops             0             0             0             0
            Zl             0             0             0             0
           Zcl             0             0             0             0
           Zbl             0             0             0             0
           Zcb             0             0             0             0
           Zbc             0             0             0             0
           Zbb             0             0             0             0
         Zttbb            32      0.888407      0.302129       0.34008
         Zttbc            10      0.343422      0.193944       0.56474
         Zttbl           136       2.47906      0.441285      0.178005
         Zttcc             5     -0.104164     0.0928171     -0.891068
         Zttcl            30      0.520876      0.497702      0.955511
          Zttl            60    -0.0212063     0.0907193      -4.27793
           Wtt            49       2.11866      0.444422      0.209765
            WW             0             0             0             0
            WZ             6       0.12121     0.0773492      0.638143
            ZZ             8     0.0633902     0.0367959      0.580466
            VH            47    0.00728659    0.00129533      0.177769
         bkg:            648       27.2474
          data            99          49.5
