    sampleName       entries      integral         error  error/integ.
          Fake             0             0             0             0
       ttbarFF           343       38.7291       2.24878     0.0580643
       ttbarFT           520       45.4427       2.12438     0.0467485
       ttbarTF           962       84.6046       2.91268     0.0344269
         ttbar           248       25.9906       1.73582     0.0667865
      stopWtFF             0             0             0             0
      stopWtFT             0             0             0             0
      stopWtTF             0             0             0             0
        stopWt           117        15.819       1.53211     0.0968526
       stoptFF             0             0             0             0
       stoptFT             0             0             0             0
       stoptTF             0             0             0             0
         stopt            28       7.48369       1.52831      0.204219
       stopsFF             0             0             0             0
       stopsFT             0             0             0             0
       stopsTF             0             0             0             0
         stops             8      0.271335      0.100587      0.370712
            Zl             2   7.11086e-05   5.02814e-05      0.707107
           Zcl             1   0.000297804   0.000297804             1
           Zbl             8    0.00264896    0.00101511      0.383211
           Zcb             0             0             0             0
           Zbc             0             0             0             0
           Zbb             5     0.0664737     0.0308002      0.463344
         Zttbb            90       3.52425      0.560924      0.159161
         Zttbc            70        0.4321     0.0711458      0.164651
         Zttbl           406      0.514254     0.0541851      0.105367
         Zttcc            26      0.108006     0.0371644      0.344095
         Zttcl           125       0.12818     0.0206081      0.160774
          Zttl           352     0.0224423     0.0036058       0.16067
           Wtt           785       5.73937      0.559608     0.0975033
            WW            21     0.0939884     0.0420852       0.44777
            WZ            59      0.323371      0.101317      0.313316
            ZZ            35     0.0449729     0.0370133      0.823013
            ZH             0             0             0             0
         bkg:           4211       229.341
          data           911         455.5
