    sampleName       entries      integral         error  error/integ.
          Fake             0             0             0             0
       ttbarFF           114       15.6381       1.60834      0.102847
       ttbarFT           284        21.122       1.38797      0.065712
       ttbarTF           516       37.9787       1.78553     0.0470139
         ttbar           195       15.8504        1.2273     0.0774304
      stopWtFF             0             0             0             0
      stopWtFT             0             0             0             0
      stopWtTF             0             0             0             0
        stopWt           100       13.1324       1.41821      0.107993
       stoptFF             0             0             0             0
       stoptFT             0             0             0             0
       stoptTF             0             0             0             0
         stopt            15       3.27574       1.01257      0.309111
       stopsFF             0             0             0             0
       stopsFT             0             0             0             0
       stopsTF             0             0             0             0
         stops             6      0.162938     0.0683923      0.419745
            Zl             2    0.00146138    0.00136085      0.931207
           Zcl             2     0.0421268     0.0410861      0.975295
           Zbl             8      0.165174     0.0599445      0.362918
           Zcb             0             0             0             0
           Zbc             0             0             0             0
           Zbb             0             0             0             0
         Zttbb            26      0.870142      0.258873      0.297506
         Zttbc            16      0.339428      0.102596       0.30226
         Zttbl           230        5.9376      0.747833      0.125949
         Zttcc             6     0.0812266     0.0419035      0.515884
         Zttcl            72       1.25029      0.346552      0.277176
          Zttl           160      0.804186      0.173896      0.216238
           Wtt           353       20.4401       1.67817      0.082102
            WW            23      0.992526      0.315889      0.318268
            WZ            90      0.478613      0.102333      0.213812
            ZZ            19      0.199314     0.0758895      0.380753
            ZH             0             0             0             0
         bkg:           2237       138.762
          data          2237        1118.5
