    sampleName       entries      integral         error  error/integ.
          Fake             0             0             0             0
       ttbarFF            31       4.23716      0.832827      0.196553
       ttbarFT            59       4.37964      0.634523       0.14488
       ttbarTF           193       13.7648        1.0789      0.078381
         ttbar            86       6.06652      0.676337      0.111487
      stopWtFF             0             0             0             0
      stopWtFT             0             0             0             0
      stopWtTF             0             0             0             0
        stopWt            23       3.21432      0.683144      0.212532
       stoptFF             0             0             0             0
       stoptFT             0             0             0             0
       stoptTF             0             0             0             0
         stopt             2     0.0380378      0.259161       6.81326
       stopsFF             0             0             0             0
       stopsFT             0             0             0             0
       stopsTF             0             0             0             0
         stops             1     0.0389486     0.0389486             1
            Zl             1    0.00282009    0.00282009             1
           Zcl             0             0             0             0
           Zbl             1    0.00907804    0.00907804             1
           Zcb             0             0             0             0
           Zbc             0             0             0             0
           Zbb             0             0             0             0
         Zttbb             8     0.0568796     0.0786184       1.38219
         Zttbc             4     0.0964275     0.0507433      0.526232
         Zttbl            60       1.61795      0.405758      0.250785
         Zttcc             4     0.0665383     0.0439834      0.661024
         Zttcl            21      0.334651      0.132821      0.396895
          Zttl            63      0.324623      0.120973      0.372657
           Wtt           116       6.08788       1.22733      0.201602
            WW             2     0.0236684     0.0176668      0.746428
            WZ            36      0.207968     0.0561479      0.269983
            ZZ             3     0.0463834     0.0303206      0.653695
            ZH             0             0             0             0
         bkg:            714       40.6143
          data           598           299
