    sampleName       entries      integral         error  error/integ.
          Fake             0             0             0             0
       ttbarFF             6      0.614373      0.266294       0.43344
       ttbarFT            14       1.15721      0.323178      0.279273
       ttbarTF            29       2.36096      0.450548      0.190833
         ttbar             9      0.768983      0.267546      0.347922
      stopWtFF             0             0             0             0
      stopWtFT             0             0             0             0
      stopWtTF             0             0             0             0
        stopWt            12       1.56315      0.460749      0.294756
       stoptFF             0             0             0             0
       stoptFT             0             0             0             0
       stoptTF             0             0             0             0
         stopt             1      0.343349      0.343349             1
       stopsFF             0             0             0             0
       stopsFT             0             0             0             0
       stopsTF             0             0             0             0
         stops             0             0             0             0
            Zl             0             0             0             0
           Zcl             0             0             0             0
           Zbl             2    0.00118483   0.000876802      0.740021
           Zcb             0             0             0             0
           Zbc             0             0             0             0
           Zbb             0             0             0             0
         Zttbb             8      0.211339      0.164767      0.779631
         Zttbc             5     0.0244025     0.0118978      0.487564
         Zttbl            44     0.0338933    0.00760676      0.224433
         Zttcc             9     0.0136181     0.0103436      0.759547
         Zttcl            16    0.00711487    0.00276385      0.388462
          Zttl            57   0.000628493   0.000313569      0.498922
           Wtt            94      0.469854       0.15345      0.326592
            WW             1   4.32975e-05   4.32975e-05             1
            WZ             5  -0.000923687    0.00261881      -2.83517
            ZZ             4     0.0143627     0.0132286      0.921038
            ZH             0             0             0             0
         bkg:            316       7.58354
          data            44            22
