    sampleName       entries      integral         error  error/integ.
          Fake             0             0             0             0
       ttbarFF            23       6.71276       1.53899      0.229264
       ttbarFT            55       8.42354       1.23791      0.146958
       ttbarTF             3      0.326143      0.206245      0.632376
         ttbar             9       1.23208      0.534221      0.433592
      stopWtFF             0             0             0             0
      stopWtFT             0             0             0             0
      stopWtTF             0             0             0             0
        stopWt             9        1.1885      0.405692      0.341348
       stoptFF             0             0             0             0
       stoptFT             0             0             0             0
       stoptTF             0             0             0             0
         stopt             2      0.127834      0.369225       2.88831
       stopsFF             0             0             0             0
       stopsFT             0             0             0             0
       stopsTF             0             0             0             0
         stops             2     0.0351637      0.025097       0.71372
            Zl             0             0             0             0
           Zcl             1     0.0385247     0.0385247             1
           Zbl             1     0.0240316     0.0240316             1
           Zcb             0             0             0             0
           Zbc             0             0             0             0
           Zbb             0             0             0             0
         Zttbb             7       0.10837     0.0483681      0.446325
         Zttbc             5     0.0670118     0.0550147       0.82097
         Zttbl            45      0.740512      0.145617      0.196643
         Zttcc             5     0.0219232         0.013       0.59298
         Zttcl            18     0.0920345     0.0346703       0.37671
          Zttl            60     0.0994271     0.0200463      0.201618
           Wtt            92        2.4424      0.427999      0.175237
            WW             2     0.0436029     0.0309507      0.709832
            WZ            10      0.113961     0.0479627       0.42087
            ZZ             2     0.0296181     0.0317653        1.0725
            ZH             0             0             0             0
         bkg:            351       21.8674
          data           654           654
