    sampleName       entries      integral         error  error/integ.
          Fake             0             0             0             0
       ttbarFF          1165       287.417       8.84331     0.0307682
       ttbarFT          3082        535.19       10.1261     0.0189206
       ttbarTF          3716       650.465       11.2136     0.0172393
         ttbar          1663       291.714       7.48325     0.0256528
      stopWtFF             0             0             0             0
      stopWtFT             0             0             0             0
      stopWtTF             0             0             0             0
        stopWt           491       64.5086       3.02781     0.0469366
       stoptFF             0             0             0             0
       stoptFT             0             0             0             0
       stoptTF             0             0             0             0
         stopt            77       18.4036        2.2475      0.122123
       stopsFF             0             0             0             0
       stopsFT             0             0             0             0
       stopsTF             0             0             0             0
         stops            36       1.15258       0.20802      0.180482
            Zl             2   8.40948e-06   6.16706e-06      0.733346
           Zcl             3    0.00370641     0.0029921      0.807277
           Zbl            13     0.0056899     0.0018202        0.3199
           Zcb             0             0             0             0
           Zbc             3    0.00164766    0.00923861       5.60709
           Zbb             7     0.0903181     0.0350199      0.387739
         Zttbb           210       6.08178       0.82038      0.134891
         Zttbc           101      0.691323      0.127995      0.185144
         Zttbl           693      0.749952     0.0728029     0.0970767
         Zttcc            82       0.37727     0.0640515      0.169776
         Zttcl           223      0.163178     0.0361348      0.221444
          Zttl           576     0.0232542    0.00686155      0.295068
           Wtt          1639       17.9135       1.15088     0.0642463
            WW            38      0.203234       0.06881      0.338576
            WZ           100       1.42922      0.316813      0.221669
            ZZ            52      0.185938     0.0911755      0.490354
            VH           410     0.0478264    0.00433232     0.0905844
         bkg:          14382       1876.82
          data          3241          3241
