    sampleName       entries      integral         error  error/integ.
          Fake             0             0             0             0
       ttbarFF           592       177.768       7.88438      0.044352
       ttbarFT          2522       368.959       7.72449     0.0209359
       ttbarTF          3048       446.042       8.48725     0.0190279
         ttbar          1331        189.68       5.42089     0.0285791
      stopWtFF             0             0             0             0
      stopWtFT             0             0             0             0
      stopWtTF             0             0             0             0
        stopWt           744       98.9173       3.80106     0.0384267
       stoptFF             0             0             0             0
       stoptFT             0             0             0             0
       stoptTF             0             0             0             0
         stopt            79       21.0382       2.48811      0.118267
       stopsFF             0             0             0             0
       stopsFT             0             0             0             0
       stopsTF             0             0             0             0
         stops            17      0.533825       0.13312      0.249369
            Zl             2     0.0204687     0.0168853      0.824931
           Zcl             2     0.0258023     0.0187569      0.726948
           Zbl             8      0.225836      0.106168      0.470113
           Zcb             0             0             0             0
           Zbc             1     0.0176385     0.0176385             1
           Zbb             2     0.0410176     0.0295003       0.71921
         Zttbb           102       3.02592      0.506439      0.167367
         Zttbc            50       1.05839      0.327651      0.309574
         Zttbl           635       19.7433       1.26694     0.0641705
         Zttcc            27       1.00877      0.451585       0.44766
         Zttcl           178       2.59274      0.592921      0.228685
          Zttl           462       1.32016      0.569055      0.431051
           Wtt          1155       66.6248       3.52055     0.0528415
            WW            95       1.62123      0.255271      0.157456
            WZ           257       1.99328      0.222092       0.11142
            ZZ            26      0.344919      0.130768      0.379127
            VH           174     0.0408849    0.00480542      0.117535
         bkg:          11509       1402.64
          data         12089         12089
