    sampleName       entries      integral         error  error/integ.
          Fake             0             0             0             0
       ttbarFF           139        41.976       3.81649     0.0909207
       ttbarFT           901       131.485       4.60226     0.0350022
       ttbarTF            85       14.1904       1.70989      0.120496
         ttbar           296       42.1162       2.52784     0.0600207
      stopWtFF             0             0             0             0
      stopWtFT             0             0             0             0
      stopWtTF             0             0             0             0
        stopWt           148       19.7155       1.66458     0.0844301
       stoptFF             0             0             0             0
       stoptFT             0             0             0             0
       stoptTF             0             0             0             0
         stopt            13       3.55939       1.12081      0.314889
       stopsFF             0             0             0             0
       stopsFT             0             0             0             0
       stopsTF             0             0             0             0
         stops             4      0.133923     0.0720047      0.537657
            Zl             1   0.000963898   0.000963898             1
           Zcl             0             0             0             0
           Zbl             1     0.0102365     0.0102365             1
           Zcb             0             0             0             0
           Zbc             0             0             0             0
           Zbb             0             0             0             0
         Zttbb            22      0.476391      0.175876      0.369185
         Zttbc            10      0.215978     0.0909368      0.421047
         Zttbl           128       3.09359      0.560094       0.18105
         Zttcc             9      0.298425      0.156968       0.52599
         Zttcl            33      0.631911      0.178362      0.282258
          Zttl            73      0.309199      0.146192      0.472809
           Wtt           281       18.5859       1.45556     0.0783153
            WW            16      0.370833      0.188713      0.508888
            WZ            62      0.375846     0.0915841      0.243674
            ZZ             4      0.029844     0.0264261      0.885474
            VH            30     0.0127172     0.0036642      0.288129
         bkg:           2256       277.588
          data          3181          3181
