    sampleName       entries      integral         error  error/integ.
          Fake             0             0             0             0
       ttbarFF           362       93.8107       5.46769     0.0582843
       ttbarFT           560        79.639       3.60547     0.0452726
       ttbarTF           883       127.148       4.52349     0.0355765
         ttbar           113       16.1743       1.61715     0.0999825
      stopWtFF             0             0             0             0
      stopWtFT             0             0             0             0
      stopWtTF             0             0             0             0
        stopWt            83       11.1311       1.25987      0.113185
       stoptFF             0             0             0             0
       stoptFT             0             0             0             0
       stoptTF             0             0             0             0
         stopt            17       4.19318       1.19598      0.285221
       stopsFF             0             0             0             0
       stopsFT             0             0             0             0
       stopsTF             0             0             0             0
         stops             6      0.229588     0.0985492      0.429243
            Zl             0             0             0             0
           Zcl             0             0             0             0
           Zbl            12    0.00839013    0.00527976      0.629282
           Zcb             0             0             0             0
           Zbc             1    0.00401429    0.00401429             1
           Zbb             2     0.0272071     0.0253008      0.929933
         Zttbb            72       2.40178      0.614439      0.255827
         Zttbc            33      0.251879     0.0748199      0.297046
         Zttbl           235      0.366952      0.059499      0.162144
         Zttcc            23     0.0780272     0.0240505      0.308233
         Zttcl            79     0.0754518     0.0212653      0.281839
          Zttl           237      0.019511    0.00384512      0.197074
           Wtt           558       5.43133      0.607285      0.111811
            WW            34     0.0986493     0.0570557      0.578369
            WZ           177      0.320985     0.0848849      0.264451
            ZZ            18     0.0108201     0.0271125       2.50576
            ZH             0             0             0             0
         bkg:           3505       341.421
          data          1369          1369
