    sampleName       entries      integral         error  error/integ.
          Fake             0             0             0             0
       ttbarFF            26       3.96074      0.828583      0.209199
       ttbarFT            97       6.44584      0.713677      0.110719
       ttbarTF           184       13.3572       1.00892     0.0755339
         ttbar           795        55.476        2.0737     0.0373801
      stopWtFF             0             0             0             0
      stopWtFT             0             0             0             0
      stopWtTF             0             0             0             0
        stopWt           135       17.8679       1.65836     0.0928124
       stoptFF             0             0             0             0
       stoptFT             0             0             0             0
       stoptTF             0             0             0             0
         stopt             7       1.69188      0.653834      0.386454
       stopsFF             0             0             0             0
       stopsFT             0             0             0             0
       stopsTF             0             0             0             0
         stops             0             0             0             0
            Zl             0             0             0             0
           Zcl             0             0             0             0
           Zbl             0             0             0             0
           Zcb             0             0             0             0
           Zbc             0             0             0             0
           Zbb             0             0             0             0
         Zttbb           176       5.49554       0.68884      0.125345
         Zttbc           103       0.55446      0.113195      0.204153
         Zttbl           585      0.289194     0.0521231      0.180236
         Zttcc            77      0.077057     0.0209524      0.271907
         Zttcl           151     0.0501367    0.00861553      0.171841
          Zttl           354    0.00433157    0.00173239      0.399945
           Wtt           267       1.87427      0.393831      0.210125
            WW             8     0.0260587     0.0123831      0.475201
            WZ            23      0.174421     0.0569987      0.326787
            ZZ            39     0.0564073     0.0325841      0.577657
            VH           389      0.029128    0.00194756     0.0668623
         bkg:           3416       107.431
          data           161          80.5
