    sampleName       entries      integral         error  error/integ.
          Fake             0             0             0             0
       ttbarFF            20        2.8665      0.672558      0.234627
       ttbarFT           150       10.4455         0.883     0.0845342
       ttbarTF           349       25.2572        1.3869      0.054911
         ttbar          1129       81.0825       2.46978       0.03046
      stopWtFF             0             0             0             0
      stopWtFT             0             0             0             0
      stopWtTF             0             0             0             0
        stopWt           170       23.0539       1.80246     0.0781843
       stoptFF             0             0             0             0
       stoptFT             0             0             0             0
       stoptTF             0             0             0             0
         stopt             3      0.690688      0.431316      0.624473
       stopsFF             0             0             0             0
       stopsFT             0             0             0             0
       stopsTF             0             0             0             0
         stops             2     0.0477114     0.0342426      0.717704
            Zl             0             0             0             0
           Zcl             0             0             0             0
           Zbl             0             0             0             0
           Zcb             0             0             0             0
           Zbc             0             0             0             0
           Zbb             0             0             0             0
         Zttbb            69       1.31835      0.445589       0.33799
         Zttbc            18       0.52368      0.203073       0.38778
         Zttbl           354       8.50213       1.06839      0.125661
         Zttcc            18      0.478319      0.204346      0.427217
         Zttcl            96       1.57697      0.269033      0.170601
          Zttl           182      0.337802       0.10289      0.304588
           Wtt           114       8.49879       1.22959      0.144678
            WW             4     0.0566502     0.0916239       1.61736
            WZ            11      0.114087     0.0572549      0.501852
            ZZ            31      0.250429     0.0650461      0.259739
            VH           106     0.0227724    0.00292676      0.128522
         bkg:           2826       165.124
          data           585         292.5
