    sampleName       entries      integral         error  error/integ.
          Fake             0             0             0             0
       ttbarFF            70       10.0704       1.29224       0.12832
       ttbarFT           790       56.3224        2.0735     0.0368149
       ttbarTF          1138       81.9784       2.49946     0.0304893
         ttbar          3386       248.569       4.39715     0.0176899
      stopWtFF             0             0             0             0
      stopWtFT             0             0             0             0
      stopWtTF             0             0             0             0
        stopWt           563       77.4162       3.35373     0.0433207
       stoptFF             0             0             0             0
       stoptFT             0             0             0             0
       stoptTF             0             0             0             0
         stopt            23       5.44592       1.18163      0.216975
       stopsFF             0             0             0             0
       stopsFT             0             0             0             0
       stopsTF             0             0             0             0
         stops             7      0.184783     0.0712913       0.38581
            Zl             1   -0.00731925    0.00731925            -1
           Zcl             0             0             0             0
           Zbl             5       6.07048       5.98618      0.986114
           Zcb             0             0             0             0
           Zbc             0             0             0             0
           Zbb             0             0             0             0
         Zttbb           246       6.86895      0.727702      0.105941
         Zttbc            95        2.0253      0.442426       0.21845
         Zttbl          1206       29.6383       2.22921      0.075214
         Zttcc            62       1.78296       0.41792      0.234397
         Zttcl           301       4.75881      0.575412      0.120915
          Zttl           687      0.950559      0.262349      0.275994
           Wtt           377       23.4723       1.87839     0.0800258
            WW            14      0.617708      0.342749      0.554872
            WZ            53       1.28546      0.304805      0.237117
            ZZ            68      0.331006     0.0624354      0.188623
            VH           370     0.0839595    0.00624032     0.0743254
         bkg:           9462       557.866
          data          2032          1016
