    sampleName       entries      integral         error  error/integ.
          Fake             0             0             0             0
       ttbarFF           148       21.5982       1.89389     0.0876875
       ttbarFT          1541       109.993       2.90402     0.0264019
       ttbarTF          2374       171.353       3.61073     0.0210719
         ttbar          7009       515.233       6.32687     0.0122796
      stopWtFF             0             0             0             0
      stopWtFT             0             0             0             0
      stopWtTF             0             0             0             0
        stopWt          1158       159.591       4.81778     0.0301883
       stoptFF             0             0             0             0
       stoptFT             0             0             0             0
       stoptTF             0             0             0             0
         stopt            44       10.2798       1.62008      0.157598
       stopsFF             0             0             0             0
       stopsFT             0             0             0             0
       stopsTF             0             0             0             0
         stops            15      0.389277       0.10273      0.263899
            Zl             2    -0.0146385      0.010351     -0.707107
           Zcl             0             0             0             0
           Zbl            10        12.141       8.46574      0.697288
           Zcb             0             0             0             0
           Zbc             0             0             0             0
           Zbb             0             0             0             0
         Zttbb           509       13.3197       1.06037     0.0796092
         Zttbc           185       3.97275      0.627711      0.158004
         Zttbl          2462       59.7183       3.07316      0.051461
         Zttcc           128       3.58959      0.601308      0.167514
         Zttcl           625       10.0816      0.804588     0.0798076
          Zttl          1390       1.95494       0.37768      0.193193
           Wtt           737       47.0075       2.67251     0.0568529
            WW            32       1.29207      0.493304      0.381795
            WZ           103       2.37445      0.403624      0.169986
            ZZ           146      0.838487       0.10305        0.1229
            VH           751       0.17154    0.00891717     0.0519831
         bkg:          19369       1144.88
          data          4127        2063.5
