    sampleName       entries      integral         error  error/integ.
          Fake             0             0             0             0
       ttbarFF           387       100.513       5.66336     0.0563442
       ttbarFT           616       87.5764       3.78623     0.0432335
       ttbarTF           997       141.334       4.76301     0.0337003
         ttbar           126       18.0172       1.70011     0.0943602
      stopWtFF             0             0             0             0
      stopWtFT             0             0             0             0
      stopWtTF             0             0             0             0
        stopWt           117       15.5746        1.4862     0.0954245
       stoptFF             0             0             0             0
       stoptFT             0             0             0             0
       stoptTF             0             0             0             0
         stopt            19       4.77447       1.26582      0.265122
       stopsFF             0             0             0             0
       stopsFT             0             0             0             0
       stopsTF             0             0             0             0
         stops             6      0.229588     0.0985492      0.429243
            Zl             0             0             0             0
           Zcl             2    0.00208133    0.00148988       0.71583
           Zbl            15    0.00870052    0.00530215      0.609406
           Zcb             0             0             0             0
           Zbc             1    0.00401429    0.00401429             1
           Zbb             4     0.0343954     0.0258116      0.750436
         Zttbb           112       3.17824      0.640363      0.201483
         Zttbc            57      0.398499     0.0961802      0.241356
         Zttbl           352      0.452539     0.0609224      0.134624
         Zttcc            39     0.0987441     0.0254508      0.257745
         Zttcl           134     0.0934959     0.0218544      0.233747
          Zttl           385     0.0262148    0.00515385      0.196601
           Wtt           862       6.65067      0.650317     0.0977822
            WW            45       0.10496     0.0571603      0.544593
            WZ           237      0.475425     0.0962916      0.202538
            ZZ            23     0.0455786     0.0348173      0.763896
            ZH             0             0             0             0
         bkg:           4536       379.594
          data          1557          1557
