    sampleName       entries      integral         error  error/integ.
          Fake             0             0             0             0
       ttbarFF           194       50.3977       4.01411     0.0796487
       ttbarFT           581       81.6616       3.61787     0.0443032
       ttbarTF            59       8.43944       1.21747      0.144259
         ttbar            60       8.78211       1.21774      0.138662
      stopWtFF             0             0             0             0
      stopWtFT             0             0             0             0
      stopWtTF             0             0             0             0
        stopWt            33       4.56316        0.8219      0.180116
       stoptFF             0             0             0             0
       stoptFT             0             0             0             0
       stoptTF             0             0             0             0
         stopt             8        1.5722      0.758443      0.482409
       stopsFF             0             0             0             0
       stopsFT             0             0             0             0
       stopsTF             0             0             0             0
         stops             2     0.0796641     0.0564446      0.708531
            Zl             0             0             0             0
           Zcl             1    0.00120463    0.00120463             1
           Zbl             7    0.00553527    0.00506328       0.91473
           Zcb             0             0             0             0
           Zbc             1    0.00401429    0.00401429             1
           Zbb             0             0             0             0
         Zttbb            33      0.905305      0.245616      0.271308
         Zttbc            17     0.0707799     0.0227071      0.320814
         Zttbl           119      0.169152     0.0329392      0.194731
         Zttcc            16     0.0458315     0.0196602      0.428967
         Zttcl            54     0.0433925     0.0165133      0.380556
          Zttl           156    0.00913657    0.00225726      0.247058
           Wtt           269       2.26176      0.418102      0.184857
            WW            17     0.0205033    0.00882099      0.430223
            WZ            79      0.177208     0.0709227      0.400222
            ZZ             7    0.00933253     0.0298663       3.20023
            ZH             0             0             0             0
         bkg:           1713       159.219
          data           831           831
