    sampleName       entries      integral         error  error/integ.
          Fake             0             0             0             0
       ttbarFF            17       1.67314      0.462786      0.276598
       ttbarFT            18       1.61663      0.405774         0.251
       ttbarTF            27       2.50064      0.497453       0.19893
         ttbar            14       1.41033      0.379075      0.268786
      stopWtFF             0             0             0             0
      stopWtFT             0             0             0             0
      stopWtTF             0             0             0             0
        stopWt            21       2.71451      0.613778       0.22611
       stoptFF             0             0             0             0
       stoptFT             0             0             0             0
       stoptTF             0             0             0             0
         stopt             1      0.157731      0.157731             1
       stopsFF             0             0             0             0
       stopsFT             0             0             0             0
       stopsTF             0             0             0             0
         stops             1     0.0341899     0.0341899             1
            Zl             0             0             0             0
           Zcl             0             0             0             0
           Zbl             2      0.035197     0.0248894      0.707146
           Zcb             0             0             0             0
           Zbc             0             0             0             0
           Zbb             0             0             0             0
         Zttbb            13      0.318173      0.157154      0.493927
         Zttbc             3     0.0342834     0.0242243      0.706592
         Zttbl            58       1.02614      0.151041      0.147193
         Zttcc             6      0.133483     0.0887666      0.665002
         Zttcl            26      0.311885     0.0860772       0.27599
          Zttl            66     0.0629446     0.0288969      0.459084
           Wtt           102       3.17818      0.546253      0.171876
            WW             1    0.00373967    0.00373967             1
            WZ             5     0.0192207     0.0205005       1.06659
            ZZ             5     0.0927691     0.0463087      0.499182
            ZH             0             0             0             0
         bkg:            386       15.3232
          data           241         120.5
