    sampleName       entries      integral         error  error/integ.
          Fake             0             0             0             0
       ttbarFF           311       73.4539       4.40596     0.0599827
       ttbarFT           465        80.617        3.9684     0.0492254
       ttbarTF           759       130.249       5.04899     0.0387641
         ttbar           106       19.5429       1.95342     0.0999556
      stopWtFF             0             0             0             0
      stopWtFT             0             0             0             0
      stopWtTF             0             0             0             0
        stopWt           135       16.3679       1.51452     0.0925297
       stoptFF             0             0             0             0
       stoptFT             0             0             0             0
       stoptTF             0             0             0             0
         stopt            17        3.9739       1.03309      0.259969
       stopsFF             0             0             0             0
       stopsFT             0             0             0             0
       stopsTF             0             0             0             0
         stops            11      0.316189      0.106897      0.338081
            Zl             4   0.000110579   0.000116283       1.05159
           Zcl             6    0.00316548    0.00191201      0.604018
           Zbl             6    0.00311328     0.0013749      0.441623
           Zcb             0             0             0             0
           Zbc             1    0.00175908    0.00175908             1
           Zbb             4     0.0355099     0.0188668      0.531311
         Zttbb           104       2.80511      0.337337      0.120258
         Zttbc            70      0.360549     0.0578004      0.160312
         Zttbl           423      0.532359     0.0778143      0.146169
         Zttcc            53      0.194202     0.0464181       0.23902
         Zttcl           200       0.13511     0.0189225      0.140053
          Zttl           502     0.0202904    0.00306501      0.151057
           Wtt          1179       9.39676      0.726304     0.0772931
            WW            21      0.214114      0.127927      0.597472
            WZ            82      0.900226      0.242887      0.269807
            ZZ            35       0.15599      0.072762      0.466454
            ZH             0             0             0             0
         bkg:           4494       339.279
          data          1177          1177
