    sampleName       entries      integral         error  error/integ.
          Fake             0             0             0             0
       ttbarFF             5      0.526455      0.270262      0.513362
       ttbarFT            17       1.16292       0.35535      0.305566
       ttbarTF            33       2.03936      0.414125      0.203066
         ttbar             8      0.621201      0.220845      0.355513
      stopWtFF             0             0             0             0
      stopWtFT             0             0             0             0
      stopWtTF             0             0             0             0
        stopWt            18       2.41107      0.612221      0.253921
       stoptFF             0             0             0             0
       stoptFT             0             0             0             0
       stoptTF             0             0             0             0
         stopt             1      0.303286      0.303286             1
       stopsFF             0             0             0             0
       stopsFT             0             0             0             0
       stopsTF             0             0             0             0
         stops             0             0             0             0
            Zl             2    0.00146138    0.00136085      0.931207
           Zcl             0             0             0             0
           Zbl             2     0.0443759     0.0324166      0.730501
           Zcb             0             0             0             0
           Zbc             0             0             0             0
           Zbb             0             0             0             0
         Zttbb             8       0.19094     0.0746038      0.390719
         Zttbc             4     0.0733843     0.0375501      0.511692
         Zttbl            59       1.05363      0.287487      0.272853
         Zttcc             3     0.0439734     0.0358397      0.815031
         Zttcl            21       0.25123      0.130813      0.520691
          Zttl            41     0.0464055     0.0145344      0.313205
           Wtt            73       2.24978      0.485808      0.215935
            WW             6      0.322048      0.188111      0.584108
            WZ            23      0.096025     0.0357556      0.372358
            ZZ             3     0.0757908      0.045609      0.601774
            ZH             0             0             0             0
         bkg:            327       11.5133
          data           156            78
