    sampleName       entries      integral         error  error/integ.
          Fake             0             0             0             0
       ttbarFF           299       35.3733       2.16307     0.0611498
       ttbarFT          1431       124.183       3.47785     0.0280058
       ttbarTF          1879       163.558        3.9665     0.0242513
         ttbar          5566       496.595       6.99213     0.0140801
      stopWtFF             0             0             0             0
      stopWtFT             0             0             0             0
      stopWtTF             0             0             0             0
        stopWt           544       70.2259       3.22946     0.0459867
       stoptFF             0             0             0             0
       stoptFT             0             0             0             0
       stoptTF             0             0             0             0
         stopt            38       8.04631       1.44595      0.179704
       stopsFF             0             0             0             0
       stopsFT             0             0             0             0
       stopsTF             0             0             0             0
         stops            11      0.295635     0.0952111      0.322056
            Zl             3   5.49692e-05   4.18015e-05      0.760453
           Zcl             0             0             0             0
           Zbl             6     0.0257477      0.024259       0.94218
           Zcb             0             0             0             0
           Zbc             1    0.00455267    0.00455267             1
           Zbb             7      0.105854     0.0417534      0.394443
         Zttbb           617       21.5819       2.07231     0.0960206
         Zttbc           333       1.77907      0.162845     0.0915338
         Zttbl          2053       1.22577      0.091261     0.0744522
         Zttcc           212      0.601992      0.125519      0.208506
         Zttcl           585      0.223657     0.0354348      0.158434
          Zttl          1453     0.0391236     0.0137141      0.350533
           Wtt           915       9.55862      0.894299     0.0935595
            WW            16      0.224433      0.114296      0.509266
            WZ           115      0.871808      0.239438      0.274646
            ZZ            76      0.392656     0.0901751      0.229654
            VH          1091     0.0976202    0.00502335     0.0514581
         bkg:          17251       935.011
          data          1664           832
