    sampleName       entries      integral         error  error/integ.
          Fake             0             0             0             0
       ttbarFF           272       69.1105       4.40743     0.0637736
       ttbarFT          1305         226.7       6.62885     0.0292406
       ttbarTF           137       25.5721       2.31894     0.0906827
         ttbar           410       71.5649       3.72202      0.052009
      stopWtFF             0             0             0             0
      stopWtFT             0             0             0             0
      stopWtTF             0             0             0             0
        stopWt           112        13.964       1.38495       0.09918
       stoptFF             0             0             0             0
       stoptFT             0             0             0             0
       stoptTF             0             0             0             0
         stopt            28       5.57851       1.32554      0.237616
       stopsFF             0             0             0             0
       stopsFT             0             0             0             0
       stopsTF             0             0             0             0
         stops             9      0.299889      0.105869      0.353029
            Zl             1   8.78419e-06   8.78419e-06             1
           Zcl             0             0             0             0
           Zbl             3    0.00986443    0.00916524       0.92912
           Zcb             0             0             0             0
           Zbc             0             0             0             0
           Zbb             2     0.0296024     0.0209331      0.707142
         Zttbb            59       1.12198      0.258859      0.230716
         Zttbc            25      0.147657     0.0518567      0.351198
         Zttbl           232      0.176599     0.0251203      0.142245
         Zttcc            27     0.0533021     0.0163769      0.307247
         Zttcl            91     0.0454659     0.0283275       0.62305
          Zttl           243    0.00724945    0.00157744      0.217595
           Wtt           722       6.68855      0.632989     0.0946377
            WW             9     0.0117053    0.00570664      0.487526
            WZ            37      0.366824      0.139691      0.380813
            ZZ            14     0.0726566     0.0374031      0.514793
            VH            76     0.0074985    0.00149489      0.199358
         bkg:           3814       421.529
          data           863           863
