    sampleName       entries      integral         error  error/integ.
          Fake             0             0             0             0
       ttbarFF           528       132.264       6.03868     0.0456562
       ttbarFT          1393       242.678        6.8622     0.0282769
       ttbarTF          1903       327.625       7.93107     0.0242078
         ttbar           810        143.18       5.26071     0.0367419
      stopWtFF             0             0             0             0
      stopWtFT             0             0             0             0
      stopWtTF             0             0             0             0
        stopWt           318       39.3791       2.33131     0.0592018
       stoptFF             0             0             0             0
       stoptFT             0             0             0             0
       stoptTF             0             0             0             0
         stopt            46       9.68107       1.71149      0.176788
       stopsFF             0             0             0             0
       stopsFT             0             0             0             0
       stopsTF             0             0             0             0
         stops            21      0.594117      0.138985      0.233935
            Zl             2   1.61539e-05   1.14662e-05      0.709812
           Zcl             2   0.000381933   0.000271472      0.710784
           Zbl             8     0.0122288    0.00925264      0.756627
           Zcb             0             0             0             0
           Zbc             2     0.0113676    0.00810457      0.712952
           Zbb             5     0.0444729     0.0234976      0.528358
         Zttbb           159       3.56204      0.520993      0.146263
         Zttbc            90      0.512322     0.0885816      0.172902
         Zttbl           644      0.548604     0.0560714      0.102207
         Zttcc            76      0.192947     0.0589253      0.305396
         Zttcl           253      0.163393     0.0374822      0.229399
          Zttl           626     0.0270873    0.00477048      0.176115
           Wtt          1852        17.312       1.11557     0.0644393
            WW            42      0.212274      0.101202      0.476753
            WZ           107      0.778359      0.233538      0.300038
            ZZ            41      0.166492     0.0864628      0.519321
            VH           293     0.0242657    0.00231349     0.0953402
         bkg:           9221        918.97
          data          1756          1756
