    sampleName       entries      integral         error  error/integ.
          Fake             0             0             0             0
       ttbarFF           641       163.906       6.75066     0.0411862
       ttbarFT          2947       534.293       10.3167     0.0193091
       ttbarTF           347       63.8084       3.65938     0.0573495
         ttbar           830        148.11       5.37378     0.0362825
      stopWtFF             0             0             0             0
      stopWtFT             0             0             0             0
      stopWtTF             0             0             0             0
        stopWt           457       59.0213       2.89213     0.0490015
       stoptFF             0             0             0             0
       stoptFT             0             0             0             0
       stoptTF             0             0             0             0
         stopt            67       16.6013       2.18837      0.131819
       stopsFF             0             0             0             0
       stopsFT             0             0             0             0
       stopsTF             0             0             0             0
         stops            14      0.428976      0.120405      0.280681
            Zl             1   0.000495048   0.000495048             1
           Zcl             1     0.0146909     0.0146909             1
           Zbl            11      0.424589      0.227163      0.535018
           Zcb             0             0             0             0
           Zbc             1    -0.0293849     0.0293849            -1
           Zbb             0             0             0             0
         Zttbb            63       2.17773       0.44839      0.205898
         Zttbc            32      0.444706      0.215705       0.48505
         Zttbl           440       11.6527       1.41228      0.121198
         Zttcc            15      0.520255      0.168805      0.324466
         Zttcl           131       2.11098      0.281421      0.133313
          Zttl           291       1.03942      0.481411      0.463156
           Wtt           741       48.5543       2.60776      0.053708
            WW            16      0.910158      0.386535      0.424689
            WZ            53       2.10085      0.500082      0.238037
            ZZ            19      0.288561      0.128734      0.446123
            VH           158     0.0437193    0.00531487      0.121568
         bkg:           7276       1056.42
          data          9207          9207
