    sampleName       entries      integral         error  error/integ.
          Fake             0             0             0             0
       ttbarFF            49       11.5796       1.75709      0.151739
       ttbarFT            51       9.55831       1.39128      0.145557
       ttbarTF           172       28.4614       2.37354      0.083395
         ttbar            35       6.02562        1.0731       0.17809
      stopWtFF             0             0             0             0
      stopWtFT             0             0             0             0
      stopWtTF             0             0             0             0
        stopWt           105       12.6546       1.34395      0.106203
       stoptFF             0             0             0             0
       stoptFT             0             0             0             0
       stoptTF             0             0             0             0
         stopt             5       1.35615      0.638706      0.470972
       stopsFF             0             0             0             0
       stopsFT             0             0             0             0
       stopsTF             0             0             0             0
         stops             4     0.0953986     0.0544669       0.57094
            Zl             2    0.00063975   0.000453479      0.708839
           Zcl             2     0.0312923     0.0221348      0.707356
           Zbl             9      0.189902     0.0849026      0.447086
           Zcb             0             0             0             0
           Zbc             0             0             0             0
           Zbb             0             0             0             0
         Zttbb            37      0.663816      0.186704      0.281259
         Zttbc            19      0.356542      0.102863      0.288502
         Zttbl           294       2.68619       2.73621       1.01862
         Zttcc             9      0.181185     0.0958021      0.528752
         Zttcl           124       1.24426      0.206772      0.166181
          Zttl           320      0.684035      0.112601      0.164613
           Wtt           679       21.1993       1.35128      0.063742
            WW            10      0.801628      0.306014      0.381741
            WZ            34       1.37862      0.373598      0.270995
            ZZ            15      0.101972     0.0492776      0.483245
            ZH             0             0             0             0
         bkg:           1975       99.2505
          data          1446          1446
