    sampleName       entries      integral         error  error/integ.
          Fake             0             0             0             0
       ttbarFF           112       27.5306       2.83556      0.102997
       ttbarFT           431        62.958       3.25323     0.0516731
       ttbarTF            56       10.2056       1.52435      0.149364
         ttbar            87       12.6545       1.37416      0.108591
      stopWtFF             0             0             0             0
      stopWtFT             0             0             0             0
      stopWtTF             0             0             0             0
        stopWt            56       7.87259        1.0693      0.135826
       stoptFF             0             0             0             0
       stoptFT             0             0             0             0
       stoptTF             0             0             0             0
         stopt             3      0.724901      0.425994      0.587658
       stopsFF             0             0             0             0
       stopsFT             0             0             0             0
       stopsTF             0             0             0             0
         stops             3     0.0744527     0.0452209      0.607378
            Zl             1   0.000647549   0.000647549             1
           Zcl             1     0.0206314     0.0206314             1
           Zbl             1     0.0124535     0.0124535             1
           Zcb             0             0             0             0
           Zbc             0             0             0             0
           Zbb             1     0.0761872     0.0761872             1
         Zttbb            21       1.02616       0.26576      0.258985
         Zttbc            10      0.271505      0.108157      0.398361
         Zttbl           118       3.05389      0.422739      0.138426
         Zttcc             1     0.0516265     0.0516265             1
         Zttcl            35      0.593158      0.130543      0.220082
          Zttl           124       0.55449      0.157223      0.283545
           Wtt           186       10.5029       1.13277      0.107854
            WW             4      0.432977      0.275785       0.63695
            WZ            10      0.465838      0.210769       0.45245
            ZZ            12     0.0388628     0.0218815      0.563046
            ZH             0             0             0             0
         bkg:           1273       139.122
          data          2889          2889
