    sampleName       entries      integral         error  error/integ.
          Fake             0             0             0             0
       ttbarFF           204       53.0939        4.0499     0.0762781
       ttbarFT           458       67.9694       3.42243     0.0503525
       ttbarTF           720       107.933       4.23501     0.0392373
         ttbar           153       22.1253       1.81788     0.0821628
      stopWtFF             0             0             0             0
      stopWtFT             0             0             0             0
      stopWtTF             0             0             0             0
        stopWt           137        18.824       1.63567      0.086893
       stoptFF             0             0             0             0
       stoptFT             0             0             0             0
       stoptTF             0             0             0             0
         stopt            12       3.19611      0.958392      0.299862
       stopsFF             0             0             0             0
       stopsFT             0             0             0             0
       stopsTF             0             0             0             0
         stops             6      0.126534     0.0584059      0.461583
            Zl             1   0.000647549   0.000647549             1
           Zcl             1     0.0206314     0.0206314             1
           Zbl             4     0.0691161     0.0376286      0.544426
           Zcb             0             0             0             0
           Zbc             0             0             0             0
           Zbb             2     0.0954495     0.0785845       0.82331
         Zttbb            49       2.10126      0.404465      0.192487
         Zttbc            21      0.650362      0.163447      0.251317
         Zttbl           278       8.26594      0.815628     0.0986733
         Zttcc            10      0.269837      0.153047      0.567186
         Zttcl            87       2.22269      0.519118      0.233554
          Zttl           256       1.21075      0.230165      0.190101
           Wtt           468       26.9936       2.04148     0.0756282
            WW             9      0.635399      0.322219      0.507113
            WZ            29      0.934743      0.279294      0.298792
            ZZ            36      0.216461     0.0506003      0.233762
            ZH             0             0             0             0
         bkg:           2941       316.955
          data          5080          5080
