    sampleName       entries      integral         error  error/integ.
          Fake             0             0             0             0
       ttbarFF            32       9.35889        1.7885      0.191102
       ttbarFT           116       15.0234       1.54408      0.102778
       ttbarTF           237       31.2773        2.2058     0.0705241
         ttbar           115       15.6862       1.52389     0.0971483
      stopWtFF             0             0             0             0
      stopWtFT             0             0             0             0
      stopWtTF             0             0             0             0
        stopWt            65       7.91308       1.07203      0.135476
       stoptFF             0             0             0             0
       stoptFT             0             0             0             0
       stoptTF             0             0             0             0
         stopt             6      0.884196      0.443235      0.501286
       stopsFF             0             0             0             0
       stopsFT             0             0             0             0
       stopsTF             0             0             0             0
         stops             2     0.0480067     0.0340827      0.709958
            Zl             1   2.24702e-06   2.24702e-06             1
           Zcl             0             0             0             0
           Zbl             5    0.00126443   0.000851387      0.673335
           Zcb             0             0             0             0
           Zbc             0             0             0             0
           Zbb             0             0             0             0
         Zttbb            47       1.08862      0.200772      0.184428
         Zttbc            26     0.0719573     0.0181891      0.252777
         Zttbl           191      0.103469     0.0140705      0.135987
         Zttcc            26     0.0248823     0.0139366      0.560102
         Zttcl            66     0.0101805    0.00669505      0.657635
          Zttl           184    0.00283306    0.00048916      0.172661
           Wtt           485       4.23729      0.685161      0.161698
            WW            23      0.128969     0.0682315      0.529055
            WZ            90      0.294322     0.0712982      0.242245
            ZZ            11     0.0295329     0.0405841        1.3742
            VH            97    0.00753001    0.00147654      0.196087
         bkg:           1825        86.192
          data           186           186
