    sampleName       entries      integral         error  error/integ.
     ttbarFake        689760       78445.9       98.8956    0.00126069
         ttbar         91561       10417.9       36.0364    0.00345907
        stopWt         26868        3153.3       20.0264    0.00635094
         stopt         13061       1324.48       17.2392     0.0130159
         stops          4009       106.231       1.78974     0.0168476
         Zttbb          2401        124.84       6.69516     0.0536301
         Zttbc           237       11.0706       1.85041      0.167146
         Zttbl           324        9.9098       2.15093      0.217051
         Zttcc            60       5.28212       4.02939      0.762836
         Zttcl            84       11.2972       5.70448      0.504945
          Zttl            59       1.11537      0.227314      0.203801
           Wtt            64       7.34937        3.8568       0.52478
             W           997        73.634       12.7521      0.173182
           Zbb          8220       232.137         9.472     0.0408035
           Zbc          1257       34.8973       2.43764     0.0698519
           Zbl           848       19.4218       2.87694      0.148129
           Zcc           167       30.5064       7.54159      0.247213
           Zcl           174       11.5062        3.9512      0.343399
            Zl            59        5.5325       1.86792      0.337627
            ZZ           149       3.17041       0.34396      0.108491
            WW           197       26.6311       2.90589      0.109116
            WZ           523       23.0754        1.5277     0.0662048
           ttH         58249       70.0139      0.334551    0.00477834
    VBFHtautau            45     0.0667166     0.0106144      0.159097
    ggFHtautau            54      0.326006     0.0579662      0.177807
    ggZHtautau             0             0             0             0
    qqZHtautau             7      0.029463     0.0115798      0.393028
        ggZHbb           151     0.0392875    0.00352201     0.0896471
        qqZHbb           553      0.214108     0.0140146     0.0654557
      WHtautau             5     0.0443714     0.0217608      0.490425
          WHbb          1097       1.20912     0.0590573     0.0488434
          DYtt            18       3.56278       1.62571      0.456302
            DY           175       19.7984        3.2639      0.164856
         bkg:         901433       94174.5
          data         99721         99721
