    sampleName       entries      integral         error  error/integ.
          Fake             0             0             0             0
       ttbarFF            66       16.1492       2.10917      0.130605
       ttbarFT           171       30.6145       2.46272     0.0804429
       ttbarTF           328       56.3632       3.37121     0.0598122
         ttbar           157       26.6875       2.27868     0.0853837
      stopWtFF             0             0             0             0
      stopWtFT             0             0             0             0
      stopWtTF             0             0             0             0
        stopWt           238       29.3551       2.08206     0.0709266
       stoptFF             0             0             0             0
       stoptFT             0             0             0             0
       stoptTF             0             0             0             0
         stopt            16       5.01877       1.29352      0.257737
       stopsFF             0             0             0             0
       stopsFT             0             0             0             0
       stopsTF             0             0             0             0
         stops             5        0.1499     0.0697726      0.465461
            Zl             2    0.00116627   0.000860426      0.737759
           Zcl             2     0.0234703     0.0195357      0.832359
           Zbl            10       0.22863     0.0814801      0.356384
           Zcb             0             0             0             0
           Zbc             0             0             0             0
           Zbb             1     0.0449521     0.0449521             1
         Zttbb            61      0.885568      0.381007      0.430241
         Zttbc            30      0.512566       0.12859      0.250874
         Zttbl           393       7.29491      0.664172     0.0910459
         Zttcc            15      0.325291      0.130641      0.401612
         Zttcl           134       1.14592      0.381093      0.332565
          Zttl           335      0.510778      0.113008      0.221246
           Wtt           764       26.6983        1.7153     0.0642475
            WW            10      0.994014      0.420067      0.422596
            WZ            38       1.57734      0.383351      0.243036
            ZZ            14        0.1442     0.0530822      0.368114
            VH           146     0.0195918    0.00224051       0.11436
         bkg:           2936       204.745
          data          2006          2006
