    sampleName       entries      integral         error  error/integ.
          Fake         41044       3759.39       41.0981     0.0109321
         ttbar          1826       223.052       5.44106     0.0243937
        stopWt           216        26.563       1.86589      0.070244
         stopt            42       6.05587       1.19202      0.196836
         stops             8      0.265545     0.0962373      0.362414
         Zttbb            89       3.35571      0.911102      0.271508
         Zttbc           139        7.4621      0.964066      0.129195
         Zttbl          1881       60.1776       4.02628     0.0669067
         Zttcc           746       70.3125       8.90208      0.126607
         Zttcl          6614       437.618       19.8817     0.0454317
          Zttl         66037       3660.76       64.3652     0.0175824
           Wtt           171       30.0409       8.54596      0.284478
             W           229       47.2626       6.28479      0.132976
           Zbb             3     0.0309107     0.0492803       1.59428
           Zbc             7      0.127408     0.0724226      0.568433
           Zbl            56       1.11435      0.399549       0.35855
           Zcc            12      0.873499       0.36585      0.418833
           Zcl           153       4.18317       2.83846      0.678543
            Zl          1042       94.3396       10.9522      0.116093
            ZZ           933        12.801      0.717589     0.0560571
            WW           194       18.1279       2.01062      0.110913
            WZ          2846       42.7785       1.43096     0.0334504
           ttH           563      0.611874     0.0307065     0.0501843
    VBFHtautau          6683       10.4786      0.132555     0.0126501
    ggFHtautau          4554       40.2171      0.690426     0.0171675
    ggZHtautau           119       0.41656     0.0396284     0.0951326
    qqZHtautau           230       1.06409     0.0731366     0.0687316
        ggZHbb            64     0.0174132     0.0023544      0.135208
        qqZHbb           173      0.063868    0.00738868      0.115687
      WHtautau           267       2.04122      0.134155     0.0657228
          WHbb            10     0.0333229     0.0136448      0.409472
          DYtt            20       1.74481       3.05004       1.74807
            DY           100       47.2675        18.702      0.395663
         bkg:         137071       8610.65
          data          8377          8377
