    sampleName       entries      integral         error  error/integ.
          Fake             0             0             0             0
       ttbarFF            50       10.8849       1.65131      0.151706
       ttbarFT            70       10.5169       1.41957       0.13498
       ttbarTF           151       26.5736       2.28334     0.0859252
         ttbar            15       2.83319      0.754545      0.266323
      stopWtFF             0             0             0             0
      stopWtFT             0             0             0             0
      stopWtTF             0             0             0             0
        stopWt            36       4.51346      0.778885      0.172569
       stoptFF             0             0             0             0
       stoptFT             0             0             0             0
       stoptTF             0             0             0             0
         stopt             3      0.846208      0.524772      0.620145
       stopsFF             0             0             0             0
       stopsFT             0             0             0             0
       stopsTF             0             0             0             0
         stops             2     0.0828507     0.0590072      0.712211
            Zl             2   3.93192e-05   3.58354e-05      0.911397
           Zcl             0             0             0             0
           Zbl            10    0.00178369     0.0010064      0.564224
           Zcb             0             0             0             0
           Zbc             2    0.00215704    0.00206662      0.958083
           Zbb             0             0             0             0
         Zttbb            39       1.16484      0.338907      0.290948
         Zttbc            29      0.125466     0.0310207      0.247243
         Zttbl           175      0.112844     0.0203711      0.180525
         Zttcc            17     0.0449285     0.0149257      0.332209
         Zttcl            76      0.036374     0.0129214      0.355237
          Zttl           213    0.00760703     0.0018783      0.246916
           Wtt           456        3.3032      0.439744      0.133127
            WW             8     0.0846214     0.0768274      0.907895
            WZ            12      0.177895     0.0961013      0.540215
            ZZ            15     0.0895466     0.0514739      0.574828
            ZH             0             0             0             0
         bkg:           1381       61.4024
          data           308           308
