    sampleName       entries      integral         error  error/integ.
          Fake             0             0             0             0
       ttbarFF            25       5.52625       1.17955      0.213444
       ttbarFT            68       10.1365       1.39385      0.137508
       ttbarTF             7      0.824372      0.447628      0.542994
         ttbar             4      0.773403      0.391751      0.506529
      stopWtFF             0             0             0             0
      stopWtFT             0             0             0             0
      stopWtTF             0             0             0             0
        stopWt             6      0.699417      0.292435      0.418112
       stoptFF             0             0             0             0
       stoptFT             0             0             0             0
       stoptTF             0             0             0             0
         stopt             2      0.465957      0.361655      0.776156
       stopsFF             0             0             0             0
       stopsFT             0             0             0             0
       stopsTF             0             0             0             0
         stops             1     0.0464119     0.0464119             1
            Zl             0             0             0             0
           Zcl             0             0             0             0
           Zbl             4  -0.000247995   0.000497931      -2.00783
           Zcb             0             0             0             0
           Zbc             1    0.00206455    0.00206455             1
           Zbb             0             0             0             0
         Zttbb            12      0.259105     0.0932775      0.359999
         Zttbc             7     0.0296468      0.016424      0.553988
         Zttbl            48     0.0342518      0.007867      0.229682
         Zttcc             4    0.00599821    0.00307924       0.51336
         Zttcl            24    0.00658884     0.0028884      0.438377
          Zttl            79    0.00380071    0.00161473       0.42485
           Wtt           121      0.693182      0.203269       0.29324
            WW             2       0.08152     0.0768005      0.942106
            WZ             2   0.000184482   0.000166109      0.900412
            ZZ             2     0.0458815     0.0458815             1
            ZH             0             0             0             0
         bkg:            419       19.6343
          data           176           176
