    sampleName       entries      integral         error  error/integ.
          Fake             0             0             0             0
       ttbarFF             1      0.146743      0.146743             1
       ttbarFT             9      0.723888      0.253881      0.350719
       ttbarTF            22       1.76936       0.39943      0.225748
         ttbar           109       8.30462      0.940946      0.113304
      stopWtFF             0             0             0             0
      stopWtFT             0             0             0             0
      stopWtTF             0             0             0             0
        stopWt            25       3.44386      0.708885       0.20584
       stoptFF             0             0             0             0
       stoptFT             0             0             0             0
       stoptTF             0             0             0             0
         stopt             1      0.238143      0.238143             1
       stopsFF             0             0             0             0
       stopsFT             0             0             0             0
       stopsTF             0             0             0             0
         stops             0             0             0             0
            Zl             0             0             0             0
           Zcl             1   4.04275e-05   4.04275e-05             1
           Zbl             0             0             0             0
           Zcb             0             0             0             0
           Zbc             0             0             0             0
           Zbb             0             0             0             0
         Zttbb            39      0.806112      0.198437      0.246166
         Zttbc            25      0.156976       0.12449      0.793051
         Zttbl           136     0.0169872     0.0429393       2.52774
         Zttcc            14     0.0590631     0.0280724      0.475295
         Zttcl            32    0.00481177    0.00112991      0.234821
          Zttl            89    0.00143092   0.000439581      0.307201
           Wtt            74       0.49789      0.161829       0.32503
            WW             1    0.00430334    0.00430334             1
            WZ             2     0.0495139     0.0491122      0.991887
            ZZ             4     0.0237828     0.0174556      0.733959
            VH            87      0.005615   0.000848217      0.151063
         bkg:            671       16.2531
          data            21          10.5
