    sampleName       entries      integral         error  error/integ.
          Fake             0             0             0             0
       ttbarFF           332       49.8727       2.98244      0.059801
       ttbarFT          2328       161.968       3.50952      0.021668
       ttbarTF          3338       235.001       4.26711     0.0181578
         ttbar         10120        731.22        7.5383     0.0103092
      stopWtFF             0             0             0             0
      stopWtFT             0             0             0             0
      stopWtTF             0             0             0             0
        stopWt           724        97.027       3.78752     0.0390357
       stoptFF             0             0             0             0
       stoptFT             0             0             0             0
       stoptTF             0             0             0             0
         stopt            51        13.413       1.98589      0.148057
       stopsFF             0             0             0             0
       stopsFT             0             0             0             0
       stopsTF             0             0             0             0
         stops            24      0.737617      0.159301      0.215968
            Zl             6   2.08913e-05    1.2844e-05      0.614803
           Zcl             0             0             0             0
           Zbl            17    0.00331673    0.00114436      0.345025
           Zcb             0             0             0             0
           Zbc             2    0.00832643    0.00588767      0.707107
           Zbb             4     0.0610989      0.031911      0.522285
         Zttbb           842       23.1535        1.7926     0.0774226
         Zttbc           489       2.76212      0.231481     0.0838057
         Zttbl          2917       1.37745     0.0856378     0.0621711
         Zttcc           326       1.23954      0.165601      0.133599
         Zttcl           777      0.277109     0.0280512      0.101228
          Zttl          1889     0.0652632     0.0189336      0.290112
           Wtt          1157       11.5231      0.853809     0.0740954
            WW            78      0.146585     0.0497839      0.339624
            WZ           546      0.793606      0.109805      0.138362
            ZZ            83      0.558472      0.121797       0.21809
            VH          1179      0.118822     0.0066678     0.0561159
         bkg:          27229       1331.33
          data          2572          1286
