    sampleName       entries      integral         error  error/integ.
     ttbarFake          3432       504.068       9.73579     0.0193144
         ttbar           409       53.9637        2.9937     0.0554761
        stopWt           152       16.9765       1.46208     0.0861236
         stopt            42       4.91994       1.08786      0.221113
         stops            12      0.326902      0.102968      0.314983
         Zttbb            12      0.502777       0.17523      0.348523
         Zttbc             1     0.0336943     0.0336943             1
         Zttbl             9     0.0434357     0.0722494       1.66336
         Zttcc             0             0             0             0
         Zttcl             0             0             0             0
          Zttl             0             0             0             0
           Wtt             3     0.0333331     0.0199257      0.597775
             W             2     0.0679817     0.0632293      0.930093
           Zbb           129       3.18925      0.773895      0.242657
           Zbc            22      0.565954      0.151484      0.267662
           Zbl            18      0.206347     0.0766922      0.371666
           Zcc             1     0.0433671     0.0433671             1
           Zcl             3      0.169477      0.134857      0.795724
            Zl             2       1.54522       1.53141      0.991058
            ZZ             3      0.107948     0.0697891       0.64651
            WW             1       0.15604       0.15604             1
            WZ             3     0.0463614     0.0297076      0.640784
           ttH          1108       1.30726     0.0459903     0.0351807
    VBFHtautau             0             0             0             0
    ggFHtautau             0             0             0             0
    ggZHtautau             0             0             0             0
    qqZHtautau             0             0             0             0
        ggZHbb             6    0.00162934   0.000716482      0.439739
        qqZHbb            10    0.00257552     0.0012261      0.476058
      WHtautau             0             0             0             0
          WHbb             5     0.0071541    0.00415372      0.580607
          DYtt             1     0.0653564     0.0653564             1
            DY            15       0.74286      0.443667      0.597242
         bkg:           5401       589.093
          data          2794          2794
