    sampleName       entries      integral         error  error/integ.
          Fake             0             0             0             0
       ttbarFF            12        1.8726      0.581531      0.310548
       ttbarFT            73       4.59328      0.595851      0.129722
       ttbarTF           136       9.09896       0.79955     0.0878727
         ttbar           448       29.2952        1.4893     0.0508377
      stopWtFF             0             0             0             0
      stopWtFT             0             0             0             0
      stopWtTF             0             0             0             0
        stopWt           105       12.7401       1.39346      0.109376
       stoptFF             0             0             0             0
       stoptFT             0             0             0             0
       stoptTF             0             0             0             0
         stopt             4       0.78321      0.392326       0.50092
       stopsFF             0             0             0             0
       stopsFT             0             0             0             0
       stopsTF             0             0             0             0
         stops             0             0             0             0
            Zl             2  -4.08382e-06   2.88769e-06     -0.707107
           Zcl             0             0             0             0
           Zbl             5   0.000350182   0.000386041        1.1024
           Zcb             0             0             0             0
           Zbc             0             0             0             0
           Zbb             0             0             0             0
         Zttbb           142       2.49474      0.998608      0.400285
         Zttbc            87      0.377317     0.0708331      0.187729
         Zttbl           559      0.189342      0.019142      0.101097
         Zttcc            67      0.126668     0.0863795      0.681938
         Zttcl           162     0.0212398    0.00426395      0.200753
          Zttl           327    0.00473215    0.00100955      0.213338
           Wtt           212       1.41143      0.258086      0.182854
            WW            19     0.0972957     0.0474289      0.487471
            WZ            69     0.0524765      0.060323       1.14952
            ZZ            15     0.0712703     0.0361164      0.506753
            VH           321     0.0226562    0.00149245     0.0658738
         bkg:           2765       63.2529
          data           140            70
