    sampleName       entries      integral         error  error/integ.
          Fake             0             0             0             0
       ttbarFF           307        93.141       5.68423     0.0610283
       ttbarFT          1743         246.2       6.14761       0.02497
       ttbarTF          2307       323.949         7.032     0.0217071
         ttbar          1195       164.366       4.92058     0.0299368
      stopWtFF             0             0             0             0
      stopWtFT             0             0             0             0
      stopWtTF             0             0             0             0
        stopWt           311         40.82       2.39162     0.0585894
       stoptFF             0             0             0             0
       stoptFT             0             0             0             0
       stoptTF             0             0             0             0
         stopt            40       7.47817       1.85735       0.24837
       stopsFF             0             0             0             0
       stopsFT             0             0             0             0
       stopsTF             0             0             0             0
         stops            14      0.450514      0.129935      0.288414
            Zl             0             0             0             0
           Zcl             0             0             0             0
           Zbl            13    0.00264097    0.00105152      0.398156
           Zcb             0             0             0             0
           Zbc             1   -0.00202875    0.00202875            -1
           Zbb             4     0.0582915     0.0313635      0.538045
         Zttbb           131       3.35271      0.615965      0.183721
         Zttbc            77      0.384581     0.0668215      0.173751
         Zttbl           509      0.341746     0.0692996      0.202781
         Zttcc            45      0.143622     0.0634232      0.441599
         Zttcl           178      0.104343     0.0155578      0.149103
          Zttl           466     0.0147785    0.00250634      0.169593
           Wtt          1214        10.441      0.849684     0.0813796
            WW            34      0.301009      0.251308      0.834884
            WZ            58      0.583706      0.208007      0.356356
            ZZ            69      0.108497     0.0338978       0.31243
            VH           236     0.0208491     0.0022589      0.108345
         bkg:           8952       892.261
          data          1360          1360
