    sampleName       entries      integral         error  error/integ.
          Fake             0             0             0             0
       ttbarFF            11       1.59352       0.51464      0.322958
       ttbarFT            50       3.90613      0.650031      0.166413
       ttbarTF           121       8.19662      0.801588      0.097795
         ttbar            57       4.01407      0.566887      0.141225
      stopWtFF             0             0             0             0
      stopWtFT             0             0             0             0
      stopWtTF             0             0             0             0
        stopWt            24       3.36045      0.694585      0.206694
       stoptFF             0             0             0             0
       stoptFT             0             0             0             0
       stoptTF             0             0             0             0
         stopt             5        1.2261      0.551069      0.449448
       stopsFF             0             0             0             0
       stopsFT             0             0             0             0
       stopsTF             0             0             0             0
         stops             1     0.0330943     0.0330943             1
            Zl             0             0             0             0
           Zcl             0             0             0             0
           Zbl             0             0             0             0
           Zcb             0             0             0             0
           Zbc             0             0             0             0
           Zbb             0             0             0             0
         Zttbb             6      0.222135      0.107778      0.485193
         Zttbc             5      0.121543      0.055394      0.455757
         Zttbl            53       1.29665      0.383718       0.29593
         Zttcc             4     0.0563081     0.0356547      0.633208
         Zttcl            15      0.301796      0.158946      0.526667
          Zttl            52      0.206347       0.13082      0.633981
           Wtt            93       4.44161      0.617761      0.139085
            WW             0             0             0             0
            WZ             5     0.0993364     0.0870358      0.876172
            ZZ             8     0.0421053     0.0241159      0.572752
            ZH             0             0             0             0
         bkg:            510       29.1178
          data           362           181
