    sampleName       entries      integral         error  error/integ.
          Fake             0             0             0             0
       ttbarFF            50       6.98166       1.09911      0.157428
       ttbarFT           200       14.5852       1.06773     0.0732064
       ttbarTF           390       28.8966       1.53496     0.0531191
         ttbar           138        10.396      0.942094     0.0906208
      stopWtFF             0             0             0             0
      stopWtFT             0             0             0             0
      stopWtTF             0             0             0             0
        stopWt            78       10.0479       1.17796      0.117235
       stoptFF             0             0             0             0
       stoptFT             0             0             0             0
       stoptTF             0             0             0             0
         stopt             7       1.92631      0.772861      0.401212
       stopsFF             0             0             0             0
       stopsFT             0             0             0             0
       stopsTF             0             0             0             0
         stops             2     0.0455955     0.0323427      0.709341
            Zl             0             0             0             0
           Zcl             0             0             0             0
           Zbl             5     -0.188474      0.243854      -1.29384
           Zcb             0             0             0             0
           Zbc             0             0             0             0
           Zbb             1     0.0317287     0.0317287             1
         Zttbb            22       0.79262      0.217779      0.274758
         Zttbc             9      0.385428      0.181411      0.470673
         Zttbl           178       4.45096      0.534959       0.12019
         Zttcc             9      0.297059      0.125057      0.420983
         Zttcl            47      0.656055      0.199965      0.304799
          Zttl           134      0.716482      0.214901      0.299939
           Wtt           271       15.0621       1.42643     0.0947027
            WW             3      0.166994      0.167724       1.00437
            WZ            18      0.480038      0.215674      0.449285
            ZZ            16      0.132148     0.0763699      0.577911
            ZH             0             0             0             0
         bkg:           1578       95.8625
          data          1370           685
