    sampleName       entries      integral         error  error/integ.
          Fake             0             0             0             0
       ttbarFF            20       5.83652       1.41099      0.241751
       ttbarFT           105       14.1562       1.43511      0.101377
       ttbarTF            10       1.44591      0.501098      0.346563
         ttbar            10       1.53423      0.512536      0.334066
      stopWtFF             0             0             0             0
      stopWtFT             0             0             0             0
      stopWtTF             0             0             0             0
        stopWt             6      0.836731      0.342044      0.408786
       stoptFF             0             0             0             0
       stoptFT             0             0             0             0
       stoptTF             0             0             0             0
         stopt             5        1.3556      0.617499      0.455519
       stopsFF             0             0             0             0
       stopsFT             0             0             0             0
       stopsTF             0             0             0             0
         stops             1     0.0213086     0.0213086             1
            Zl             0             0             0             0
           Zcl             0             0             0             0
           Zbl             0             0             0             0
           Zcb             0             0             0             0
           Zbc             0             0             0             0
           Zbb             0             0             0             0
         Zttbb             5      0.193404     0.0914194      0.472687
         Zttbc             4     0.0211447     0.0114241      0.540279
         Zttbl            33     0.0365284    0.00845651      0.231505
         Zttcc             2     0.0106011     0.0103842      0.979538
         Zttcl            20     0.0153583    0.00644308      0.419517
          Zttl            38    0.00162086   0.000716728       0.44219
           Wtt            58       0.52242      0.164662       0.31519
            WW             3    0.00191774    0.00127734      0.666064
            WZ             6     -0.024529     0.0474569      -1.93473
            ZZ             8     0.0114761    0.00862575      0.751629
            ZH             0             0             0             0
         bkg:            334       25.9764
          data           102           102
