    sampleName       entries      integral         error  error/integ.
          Fake             0             0             0             0
       ttbarFF            51       15.2228       2.37029      0.155707
       ttbarFT           199       30.1897       2.21838     0.0734812
       ttbarTF           461       69.5865       3.37899     0.0485582
         ttbar           186       26.6117       2.05619     0.0772666
      stopWtFF             0             0             0             0
      stopWtFT             0             0             0             0
      stopWtTF             0             0             0             0
        stopWt           207        28.294       2.00243     0.0707723
       stoptFF             0             0             0             0
       stoptFT             0             0             0             0
       stoptTF             0             0             0             0
         stopt             7      0.674971      0.732208        1.0848
       stopsFF             0             0             0             0
       stopsFT             0             0             0             0
       stopsTF             0             0             0             0
         stops             2     0.0608645     0.0436281      0.716807
            Zl             0             0             0             0
           Zcl             0             0             0             0
           Zbl             8     0.0912553      0.051268      0.561809
           Zcb             0             0             0             0
           Zbc             1    -0.0115875     0.0115875            -1
           Zbb             1     0.0278461     0.0278461             1
         Zttbb            31       1.22308      0.440091      0.359823
         Zttbc            13      0.203991     0.0653697      0.320454
         Zttbl           240       4.68251      0.470301      0.100438
         Zttcc             7      0.107822     0.0625463      0.580089
         Zttcl            76      0.903802      0.182032      0.201407
          Zttl           196      0.408159      0.119589      0.292997
           Wtt           476       20.3007       1.61766      0.079685
            WW             8      0.452869      0.216888      0.478919
            WZ            19      0.633292      0.227903       0.35987
            ZZ            24      0.143472      0.047344      0.329987
            VH            97     0.0165542    0.00224205      0.135437
         bkg:           2310       199.824
          data          1568          1568
