    sampleName       entries      integral         error  error/integ.
          Fake             0             0             0             0
       ttbarFF           259       67.0786       4.67707     0.0697252
       ttbarFT           755       113.906       4.46975     0.0392407
       ttbarTF            95       13.9039       1.54601      0.111193
         ttbar           136       19.1282       1.82686     0.0955058
      stopWtFF             0             0             0             0
      stopWtFT             0             0             0             0
      stopWtTF             0             0             0             0
        stopWt            85       11.2551       1.28015       0.11374
       stoptFF             0             0             0             0
       stoptFT             0             0             0             0
       stoptTF             0             0             0             0
         stopt            16       4.27598       1.23352      0.288477
       stopsFF             0             0             0             0
       stopsFT             0             0             0             0
       stopsTF             0             0             0             0
         stops             4     0.0837907     0.0429451      0.512529
            Zl             1    0.00649725    0.00649725             1
           Zcl             1     0.0385247     0.0385247             1
           Zbl             7      0.256727        0.1832      0.713599
           Zcb             0             0             0             0
           Zbc             1      0.016786      0.016786             1
           Zbb             0             0             0             0
         Zttbb            30      0.841289       0.23573      0.280201
         Zttbc            14      0.296241      0.100383      0.338856
         Zttbl           167       4.10426      0.463465      0.112923
         Zttcc            11      0.230755      0.111724      0.484165
         Zttcl            63        1.8362      0.923343      0.502856
          Zttl           183      0.787325       0.16046      0.203804
           Wtt           295       12.4717       1.25931      0.100974
            WW            17      0.316511     0.0913935      0.288753
            WZ            87      0.590677      0.128469      0.217494
            ZZ             8      0.145835     0.0857386      0.587913
            ZH             0             0             0             0
         bkg:           2235       251.571
          data          6201          6201
