    sampleName       entries      integral         error  error/integ.
          Fake             0             0             0             0
       ttbarFF           206        55.516       4.20073      0.075667
       ttbarFT           426       61.0619       3.08402     0.0505065
       ttbarTF           696       98.5203        3.8838     0.0394213
         ttbar            98       14.1656       1.49967      0.105867
      stopWtFF             0             0             0             0
      stopWtFT             0             0             0             0
      stopWtTF             0             0             0             0
        stopWt            72       9.65166       1.22321      0.126736
       stoptFF             0             0             0             0
       stoptFT             0             0             0             0
       stoptTF             0             0             0             0
         stopt            11        2.8707      0.891654      0.310606
       stopsFF             0             0             0             0
       stopsFT             0             0             0             0
       stopsTF             0             0             0             0
         stops             5      0.135774     0.0610736      0.449818
            Zl             0             0             0             0
           Zcl             0             0             0             0
           Zbl             9     0.0013267   0.000652244      0.491627
           Zcb             0             0             0             0
           Zbc             1     0.0052932     0.0052932             1
           Zbb             4     0.0757868     0.0461183      0.608527
         Zttbb            83       3.24064      0.543124      0.167598
         Zttbc            53      0.339552     0.0572565      0.168624
         Zttbl           333      0.406963     0.0576182      0.141581
         Zttcc            33      0.127942     0.0397331      0.310555
         Zttcl           119      0.138416     0.0505698      0.365347
          Zttl           335     0.0116116    0.00176931      0.152375
           Wtt           722       6.33513        0.5971     0.0942522
            WW            12     0.0685848     0.0441214      0.643312
            WZ            48      0.433924      0.163837       0.37757
            ZZ            48     0.0408061     0.0255168      0.625319
            ZH             0             0             0             0
         bkg:           3314       253.148
          data           807           807
