    sampleName       entries      integral         error  error/integ.
          Fake             0             0             0             0
       ttbarFF            25       6.70274       1.47579      0.220178
       ttbarFT            56       7.93739       1.15593      0.145631
       ttbarTF           114       14.1862       1.49141      0.105131
         ttbar            13       1.84289      0.524586      0.284654
      stopWtFF             0             0             0             0
      stopWtFT             0             0             0             0
      stopWtTF             0             0             0             0
        stopWt            34       4.44357      0.788367      0.177418
       stoptFF             0             0             0             0
       stoptFT             0             0             0             0
       stoptTF             0             0             0             0
         stopt             2      0.581295      0.414632       0.71329
       stopsFF             0             0             0             0
       stopsFT             0             0             0             0
       stopsTF             0             0             0             0
         stops             0             0             0             0
            Zl             0             0             0             0
           Zcl             2    0.00208133    0.00148988       0.71583
           Zbl             3   0.000310391    0.00048675       1.56819
           Zcb             0             0             0             0
           Zbc             0             0             0             0
           Zbb             2    0.00718827    0.00510932      0.710786
         Zttbb            40      0.776464      0.180359      0.232282
         Zttbc            24       0.14662     0.0604368      0.412202
         Zttbl           117     0.0855869     0.0130923      0.152971
         Zttcc            16      0.020717     0.0083257      0.401879
         Zttcl            55     0.0180441    0.00504023      0.279328
          Zttl           148     0.0067038     0.0034318      0.511918
           Wtt           304       1.21935      0.232633      0.190786
            WW            11     0.0063104    0.00345655      0.547754
            WZ            60       0.15444     0.0454603      0.294356
            ZZ             5     0.0347586      0.021844      0.628448
            ZH             0             0             0             0
         bkg:           1031       38.1727
          data           188           188
