    sampleName       entries      integral         error  error/integ.
          Fake         19892       1132.66        20.687      0.018264
         ttbar          8706       1025.19       11.4504      0.011169
        stopWt           853       99.9777       3.57265     0.0357345
         stopt            96        12.447       1.70493      0.136975
         stops            23      0.651042      0.141332      0.217086
         Zttbb           843       32.6923       4.98601      0.152513
         Zttbc           545       27.3567       2.70627     0.0989252
         Zttbl          7743       272.804       7.78671     0.0285432
         Zttcc           300       35.7029       7.41725      0.207749
         Zttcl          1553       133.536       10.8468     0.0812277
          Zttl          1213       71.6696       10.8263      0.151058
           Wtt            51       5.72595       1.18679      0.207265
             W            54       6.83752       2.46433      0.360412
           Zbb            12      0.261438     0.0948913      0.362958
           Zbc            17    0.00495434      0.282674       57.0558
           Zbl           262       9.06238       2.04916      0.226117
           Zcc             5      0.491226      0.362872      0.738707
           Zcl            36       1.84221      0.967224      0.525033
            Zl            23       1.66419       1.02969      0.618733
            ZZ           239       3.49979      0.353225      0.100928
            WW            16       2.41691      0.679862      0.281293
            WZ           322       6.74195      0.602001     0.0892918
           ttH          2493        2.3582      0.058527     0.0248184
    VBFHtautau           569      0.900995     0.0391478     0.0434495
    ggFHtautau           439       3.82109      0.213519     0.0558789
    ggZHtautau            28     0.0994271     0.0191452      0.192555
    qqZHtautau            44      0.204228     0.0320027      0.156701
        ggZHbb           281     0.0812941    0.00515725     0.0634394
        qqZHbb           672      0.197266     0.0120627     0.0611495
      WHtautau            21      0.164317     0.0379947      0.231228
          WHbb            26     0.0366293     0.0099163      0.270721
          DYtt             4      0.484307      0.327029      0.675251
            DY            14       2.39204       1.07398       0.44898
         bkg:          47395       2893.98
          data          2902          2902
