    sampleName       entries      integral         error  error/integ.
          Fake         52863       4373.78       51.3805     0.0117474
         ttbar         31759       3879.74       22.7418    0.00586169
        stopWt          3216       396.526       7.26864     0.0183308
         stopt           463        50.513       3.37181     0.0667513
         stops            94       2.58463      0.279629      0.108189
         Zttbb          2949       141.626       8.32562     0.0587858
         Zttbc          2143       101.342       5.18061     0.0511199
         Zttbl         29643        1091.9       17.7889     0.0162918
         Zttcc          1102       166.193       14.1555     0.0851747
         Zttcl          6065        551.14       25.8511     0.0469049
          Zttl          4809       277.047        19.859     0.0716812
           Wtt           157       16.9112       2.32876      0.137705
             W            63       6.32289       1.11196      0.175863
           Zbb           611       17.6224       2.97064      0.168572
           Zbc           408       12.9933       1.91728      0.147559
           Zbl          5783       122.369       5.81672     0.0475342
           Zcc           134       16.2511       8.06889      0.496514
           Zcl           624       70.6664       10.5169      0.148825
            Zl           294       25.4168        6.0635      0.238562
            ZZ           987       16.1652      0.897062     0.0554933
            WW            33       4.55966      0.981735      0.215309
            WZ          1228       25.1968       1.25472     0.0497969
           ttH         10354       10.1144      0.122824     0.0121435
    VBFHtautau          2271       3.67231     0.0801662     0.0218299
    ggFHtautau          1766       16.0081      0.446471     0.0278904
    ggZHtautau           111      0.396522     0.0393964     0.0993549
    qqZHtautau           230       1.09222     0.0755575     0.0691779
        ggZHbb          1179      0.452603     0.0858917      0.189773
        qqZHbb          2802      0.909257     0.0269416     0.0296303
      WHtautau           144       1.11938      0.100983     0.0902136
          WHbb            98      0.124751      0.019245      0.154268
          DYtt             4      0.461256      0.236997      0.513808
            DY            45       9.29443       2.98839      0.321525
         bkg:         164432       11410.5
          data         11384         11384
