    sampleName       entries      integral         error  error/integ.
          Fake             0             0             0             0
       ttbarFF           222       30.1678       2.22869     0.0738762
       ttbarFT           535        39.853       1.89011     0.0474271
       ttbarTF          1007       74.9585       2.51986     0.0336167
         ttbar           395       31.9603       1.74119     0.0544797
      stopWtFF             0             0             0             0
      stopWtFT             0             0             0             0
      stopWtTF             0             0             0             0
        stopWt           165       21.8798       1.83024     0.0836495
       stoptFF             0             0             0             0
       stoptFT             0             0             0             0
       stoptTF             0             0             0             0
         stopt            27       5.72954       1.34769      0.235217
       stopsFF             0             0             0             0
       stopsFT             0             0             0             0
       stopsTF             0             0             0             0
         stops            12      0.324306     0.0960744      0.296246
            Zl             0             0             0             0
           Zcl             4     0.0842537     0.0581045      0.689638
           Zbl            11      0.223008     0.0688442      0.308707
           Zcb             0             0             0             0
           Zbc             0             0             0             0
           Zbb             0             0             0             0
         Zttbb            34       1.17144      0.339302      0.289646
         Zttbc            24      0.527923      0.134498      0.254769
         Zttbl           345       10.0797       1.00865      0.100068
         Zttcc             8      0.131161     0.0529364      0.403598
         Zttcl           102       2.04375       0.46379      0.226931
          Zttl           247       1.51911      0.248279      0.163437
           Wtt           554       36.0258       2.40292     0.0667001
            WW            29      0.905373      0.268393      0.296445
            WZ           137       0.74012       0.13218      0.178593
            ZZ            29      0.239356     0.0746951      0.312067
            ZH             0             0             0             0
         bkg:           3887       258.564
          data          4167        2083.5
