    sampleName       entries      integral         error  error/integ.
          Fake             0             0             0             0
       ttbarFF            52       6.68304       1.01423      0.151762
       ttbarFT           143        10.298      0.929657     0.0902755
       ttbarTF           218       15.0964       1.06573     0.0705949
         ttbar            54       3.99997      0.568259      0.142066
      stopWtFF             0             0             0             0
      stopWtFT             0             0             0             0
      stopWtTF             0             0             0             0
        stopWt            18       2.27131      0.558888      0.246065
       stoptFF             0             0             0             0
       stoptFT             0             0             0             0
       stoptTF             0             0             0             0
         stopt             2      0.571373       0.41421      0.724938
       stopsFF             0             0             0             0
       stopsFT             0             0             0             0
       stopsTF             0             0             0             0
         stops             5      0.163663     0.0743164      0.454081
            Zl             0             0             0             0
           Zcl             0             0             0             0
           Zbl             5   -0.00110436    0.00208467      -1.88767
           Zcb             0             0             0             0
           Zbc             0             0             0             0
           Zbb             1     0.0213784     0.0213784             1
         Zttbb            24       0.85342      0.254482       0.29819
         Zttbc            10     0.0864635     0.0398997      0.461463
         Zttbl            90      0.106921     0.0239404      0.223908
         Zttcc            11     0.0209683     0.0136491       0.65094
         Zttcl            31     0.0330354     0.0103036      0.311895
          Zttl            81    0.00517326    0.00125776      0.243128
           Wtt           182       1.25213       0.24085      0.192353
            WW             2    0.00017042   0.000498346       2.92423
            WZ            12    0.00760374    0.00334991      0.440562
            ZZ            11     0.0214102     0.0150361      0.702285
            ZH             0             0             0             0
         bkg:            952       41.4913
          data           161          80.5
