    sampleName       entries      integral         error  error/integ.
          Fake             0             0             0             0
       ttbarFF           159       23.6732       1.99604     0.0843163
       ttbarFT          1644       117.498       3.00156     0.0255457
       ttbarTF          2596       187.996       3.79578     0.0201907
         ttbar          7869       578.321       6.71789     0.0116162
      stopWtFF             0             0             0             0
      stopWtFT             0             0             0             0
      stopWtTF             0             0             0             0
        stopWt          1413        193.74        5.3392     0.0275585
       stoptFF             0             0             0             0
       stoptFT             0             0             0             0
       stoptTF             0             0             0             0
         stopt            48       11.3931       1.71641      0.150653
       stopsFF             0             0             0             0
       stopsFT             0             0             0             0
       stopsTF             0             0             0             0
         stops            17       0.47962      0.120972      0.252225
            Zl             2    -0.0146385      0.010351     -0.707107
           Zcl             0             0             0             0
           Zbl            10        12.141       8.46574      0.697288
           Zcb             0             0             0             0
           Zbc             0             0             0             0
           Zbb             0             0             0             0
         Zttbb           681       18.3466       1.28395     0.0699834
         Zttbc           239       5.08819       0.73387       0.14423
         Zttbl          3274       80.1635       3.81635     0.0476071
         Zttcc           180       4.06068       0.61601      0.151701
         Zttcl           826       12.4277      0.866635     0.0697344
          Zttl          1780       2.35545      0.397052      0.168568
           Wtt          1022       59.9105       2.94385     0.0491374
            WW            40       1.88073      0.550525      0.292719
            WZ           128       3.10422      0.471375       0.15185
            ZZ           185       1.10314      0.122275      0.110843
            VH          1141      0.230305    0.00957208     0.0415625
         bkg:          23254        1313.9
          data          4721        2360.5
