    sampleName       entries      integral         error  error/integ.
          Fake             0             0             0             0
       ttbarFF           268       81.4267       5.27751     0.0648131
       ttbarFT          1573       220.569       5.76851     0.0261529
       ttbarTF          1948       274.494       6.44791     0.0234901
         ttbar          1013        139.41       4.49788     0.0322638
      stopWtFF             0             0             0             0
      stopWtFT             0             0             0             0
      stopWtTF             0             0             0             0
        stopWt           231       30.1866       2.03492     0.0674115
       stoptFF             0             0             0             0
       stoptFT             0             0             0             0
       stoptTF             0             0             0             0
         stopt            36       6.33744       1.75173      0.276409
       stopsFF             0             0             0             0
       stopsFT             0             0             0             0
       stopsTF             0             0             0             0
         stops            13      0.428167      0.127999      0.298945
            Zl             0             0             0             0
           Zcl             0             0             0             0
           Zbl             6    0.00205653   0.000880358       0.42808
           Zcb             0             0             0             0
           Zbc             0             0             0             0
           Zbb             2     0.0324128     0.0251293      0.775292
         Zttbb            91       2.12486       0.52951      0.249198
         Zttbc            49      0.272225     0.0616828      0.226587
         Zttbl           341      0.236432     0.0674923      0.285462
         Zttcc            36      0.122539     0.0627086      0.511744
         Zttcl           104     0.0722124      0.012392      0.171605
          Zttl           302     0.0110592    0.00225436      0.203846
           Wtt           772       7.41359      0.662694     0.0893891
            WW            27      0.283287      0.251002      0.886034
            WZ            40      0.352593      0.149935      0.425236
            ZZ            46     0.0900122     0.0278839      0.309779
            VH           143     0.0141225    0.00193765      0.137203
         bkg:           7041       763.879
          data          1121          1121
