    sampleName       entries      integral         error  error/integ.
          Fake             0             0             0             0
       ttbarFF            74       23.6384       2.83248      0.119825
       ttbarFT           443       62.7457       3.16268     0.0504047
       ttbarTF           450       63.0148       3.06728     0.0486755
         ttbar           292       39.6759        2.3913     0.0602709
      stopWtFF             0             0             0             0
      stopWtFT             0             0             0             0
      stopWtTF             0             0             0             0
        stopWt            55       7.09745       0.96791      0.136374
       stoptFF             0             0             0             0
       stoptFT             0             0             0             0
       stoptTF             0             0             0             0
         stopt             7       1.84519      0.717826      0.389026
       stopsFF             0             0             0             0
       stopsFT             0             0             0             0
       stopsTF             0             0             0             0
         stops             4      0.129164     0.0657021      0.508671
            Zl             1   4.56525e-06   4.56525e-06             1
           Zcl             0             0             0             0
           Zbl             0             0             0             0
           Zcb             0             0             0             0
           Zbc             0             0             0             0
           Zbb             2      0.021145     0.0151005       0.71414
         Zttbb            33       0.94644      0.350471      0.370305
         Zttbc            18     0.0866337     0.0310871      0.358833
         Zttbl           126      0.120452     0.0241792      0.200738
         Zttcc            15     0.0412734      0.013754      0.333243
         Zttcl            37     0.0308276     0.0122013      0.395792
          Zttl            94     0.0027165   0.000762765       0.28079
           Wtt           301       3.17256      0.602834      0.190015
            WW             5     0.0269035     0.0200998      0.747107
            WZ            17     0.0933243      0.059737      0.640101
            ZZ            21     0.0567485     0.0213068      0.375459
            VH            52    0.00438263    0.00100716      0.229807
         bkg:           2047        202.75
          data           351           351
