    sampleName       entries      integral         error  error/integ.
          Fake             0             0             0             0
       ttbarFF           158       48.7633       4.06694     0.0834017
       ttbarFT          1465       205.189       5.54766     0.0270369
       ttbarTF           134       19.6435       1.83301     0.0933136
         ttbar           539       73.0466       3.22664     0.0441723
      stopWtFF             0             0             0             0
      stopWtFT             0             0             0             0
      stopWtTF             0             0             0             0
        stopWt           102       13.0167       1.30811      0.100494
       stoptFF             0             0             0             0
       stoptFT             0             0             0             0
       stoptTF             0             0             0             0
         stopt            20       4.81956        1.2995      0.269631
       stopsFF             0             0             0             0
       stopsFT             0             0             0             0
       stopsTF             0             0             0             0
         stops             8      0.234844     0.0911369      0.388075
            Zl             0             0             0             0
           Zcl             0             0             0             0
           Zbl             5    0.00173324   0.000818849      0.472439
           Zcb             0             0             0             0
           Zbc             0             0             0             0
           Zbb             1      0.023493      0.023493             1
         Zttbb            44      0.724283      0.450983      0.622661
         Zttbc            27      0.163198     0.0544546      0.333671
         Zttbl           155     0.0614008     0.0525713      0.856199
         Zttcc            11     0.0686772     0.0606638      0.883318
         Zttcl            43     0.0286188    0.00778992      0.272196
          Zttl           125    0.00459808   0.000786379      0.171023
           Wtt           312       2.69605      0.368275      0.136598
            WW             9      0.016002     0.0107386      0.671077
            WZ            21      0.187391      0.105236      0.561583
            ZZ            16     0.0135534     0.0117826       0.86935
            VH            57    0.00565469    0.00122494      0.216624
         bkg:           3252       368.708
          data           573           573
