    sampleName       entries      integral         error  error/integ.
          Fake             0             0             0             0
       ttbarFF             4      0.660139      0.335353      0.508004
       ttbarFT             3      0.223755       0.12921      0.577463
       ttbarTF            20       1.41397      0.325917      0.230498
         ttbar             2      0.150731       0.10758      0.713723
      stopWtFF             0             0             0             0
      stopWtFT             0             0             0             0
      stopWtTF             0             0             0             0
        stopWt             4      0.553328      0.280324      0.506615
       stoptFF             0             0             0             0
       stoptFT             0             0             0             0
       stoptTF             0             0             0             0
         stopt             0             0             0             0
       stopsFF             0             0             0             0
       stopsFT             0             0             0             0
       stopsTF             0             0             0             0
         stops             0             0             0             0
            Zl             0             0             0             0
           Zcl             0             0             0             0
           Zbl             1   0.000743768   0.000743768             1
           Zcb             0             0             0             0
           Zbc             0             0             0             0
           Zbb             0             0             0             0
         Zttbb             8      0.129785     0.0552112      0.425406
         Zttbc             4     0.0261475     0.0143173       0.54756
         Zttbl            21    0.00882391    0.00666274      0.755077
         Zttcc             3    0.00528444    0.00378236      0.715753
         Zttcl             8    0.00298883    0.00144627      0.483891
          Zttl            24   0.000298995   0.000104993      0.351153
           Wtt            57      0.310713      0.111999      0.360459
            WW             0             0             0             0
            WZ            16     0.0112828    0.00867093       0.76851
            ZZ             0             0             0             0
            ZH             0             0             0             0
         bkg:            175       3.49799
          data             5           2.5
