    sampleName       entries      integral         error  error/integ.
          Fake             0             0             0             0
       ttbarFF           171        19.282       1.58092     0.0819896
       ttbarFT           368       33.5895        1.8514     0.0551183
       ttbarTF           631       58.0223       2.43121     0.0419012
         ttbar           259       25.5509       1.66434     0.0651382
      stopWtFF             0             0             0             0
      stopWtFT             0             0             0             0
      stopWtTF             0             0             0             0
        stopWt           167       21.5982        1.8103     0.0838172
       stoptFF             0             0             0             0
       stoptFT             0             0             0             0
       stoptTF             0             0             0             0
         stopt            17       3.69081       1.05388       0.28554
       stopsFF             0             0             0             0
       stopsFT             0             0             0             0
       stopsTF             0             0             0             0
         stops             8       0.26368      0.102544      0.388896
            Zl             1    0.00483027    0.00483027             1
           Zcl             0             0             0             0
           Zbl             5      0.101904     0.0484762      0.475706
           Zcb             0             0             0             0
           Zbc             0             0             0             0
           Zbb             2     0.0407391     0.0305318      0.749446
         Zttbb            37       1.31223      0.349165      0.266086
         Zttbc            20      0.256586       0.18146      0.707208
         Zttbl           273       6.73739       1.38309      0.205285
         Zttcc             7      0.303887      0.156172      0.513914
         Zttcl            79       1.69691      0.285427      0.168204
          Zttl           214      0.929733       0.19138      0.205844
           Wtt           430       22.9428        2.6431      0.115204
            WW            11      0.517153      0.297624      0.575505
            WZ            36      0.854088      0.247636      0.289942
            ZZ            19      0.228326     0.0851884        0.3731
            ZH             0             0             0             0
         bkg:           2755       197.924
          data          2770          1385
