    sampleName       entries      integral         error  error/integ.
          Fake             0             0             0             0
       ttbarFF            85       9.69932       1.10561      0.113989
       ttbarFT           206       18.2179       1.36392     0.0748673
       ttbarTF           388       34.6501       1.83084      0.052838
         ttbar           244       21.4496       1.45445     0.0678076
      stopWtFF             0             0             0             0
      stopWtFT             0             0             0             0
      stopWtTF             0             0             0             0
        stopWt            88       10.7494        1.2225      0.113727
       stoptFF             0             0             0             0
       stoptFT             0             0             0             0
       stoptTF             0             0             0             0
         stopt            13        2.7058      0.784845       0.29006
       stopsFF             0             0             0             0
       stopsFT             0             0             0             0
       stopsTF             0             0             0             0
         stops             6      0.134538     0.0591311      0.439511
            Zl             0             0             0             0
           Zcl             1     0.0418254     0.0418254             1
           Zbl             2      0.015051     0.0106427      0.707107
           Zcb             0             0             0             0
           Zbc             0             0             0             0
           Zbb             1     0.0275233     0.0275233             1
         Zttbb            24      0.500787      0.314858      0.628728
         Zttbc             6      0.145709     0.0643602      0.441704
         Zttbl           166        5.3125      0.785586      0.147875
         Zttcc            14      0.479723      0.161166      0.335957
         Zttcl            56       1.04802      0.207878      0.198354
          Zttl           116      0.518376      0.117376       0.22643
           Wtt           290       16.6027       2.45592      0.147923
            WW             3      0.142554     0.0896839      0.629121
            WZ            17       0.56015      0.215118      0.384037
            ZZ            15      0.188033     0.0731551      0.389054
            ZH             0             0             0             0
         bkg:           1741        123.19
          data          1574           787
