    sampleName       entries      integral         error  error/integ.
          Fake             0             0             0             0
       ttbarFF           349        39.757       2.26937     0.0570809
       ttbarFT           730       67.0718       2.62552      0.039145
       ttbarTF          1276       116.969       3.44129     0.0294205
         ttbar           512       50.6967       2.35795     0.0465109
      stopWtFF             0             0             0             0
      stopWtFT             0             0             0             0
      stopWtTF             0             0             0             0
        stopWt           326       41.8909       2.52915     0.0603746
       stoptFF             0             0             0             0
       stoptFT             0             0             0             0
       stoptTF             0             0             0             0
         stopt            37       7.94551       1.52846      0.192367
       stopsFF             0             0             0             0
       stopsFT             0             0             0             0
       stopsTF             0             0             0             0
         stops            16      0.523712      0.144391      0.275706
            Zl             2    0.00966054    0.00683104      0.707107
           Zcl             1     0.0418254     0.0418254             1
           Zbl            10      0.203807     0.0685557      0.336375
           Zcb             0             0             0             0
           Zbc             0             0             0             0
           Zbb             3      0.053955     0.0332693      0.616613
         Zttbb            82       2.76594      0.565238      0.204357
         Zttbc            38      0.469708      0.253766      0.540264
         Zttbl           550       13.6797       1.93561      0.141495
         Zttcc            14      0.560543      0.210276      0.375129
         Zttcl           160       3.33071      0.397018      0.119199
          Zttl           424       1.86585      0.268792      0.144059
           Wtt           834       42.3879       3.06978      0.072421
            WW            21      0.940893      0.412704       0.43863
            WZ            67       1.32214      0.300885      0.227574
            ZZ            39       0.47164      0.121662      0.257956
            ZH             0             0             0             0
         bkg:           5491       392.959
          data          5576          2788
